ervaring,geslacht,gewichtsklasse,naam,trainingtype,500_split,2k tijd,2k datum
0.0,M,Z,z23,3x7x1'/1'r /3'r,98.6,402.7,2022-12-10
0.0,M,Z,z23,3x7x1'/1'r /3'r,99.1,402.7,2022-12-10
0.0,M,Z,z23,3x7x1'/1'r /3'r,100.4,402.7,2022-12-10
0.0,M,Z,z24,3x7x1'/1'r /3'r,105.6,411.8,2022-12-10
0.0,M,Z,z24,3x7x1'/1'r /3'r,104.9,411.8,2022-12-10
0.0,M,Z,z24,3x7x1'/1'r /3'r,64.7,411.8,2022-12-10
0.0,M,Z,z25,3x7x1'/1'r /3'r,99.6,407.0,2022-12-10
0.0,M,Z,z25,3x7x1'/1'r /3'r,103.1,407.0,2022-12-10
0.0,M,Z,z25,3x7x1'/1'r /3'r,104.3,407.0,2022-12-10
0.0,M,Z,z26,3x7x1'/1'r /3'r,99.0,414.3,2022-12-10
0.0,M,Z,z20,1500m + 500m,96.2,390.0,2022-12-10
0.0,M,Z,z20,1500m + 500m,95.9,390.0,2022-12-10
0.0,M,Z,z21,1500m + 500m,96.9,391.2,2022-12-10
0.0,M,Z,z21,1500m + 500m,96.6,391.2,2022-12-10
0.0,M,Z,z22,1500m + 500m,101.3,407.6,2022-12-10
0.0,M,Z,z22,1500m + 500m,99.7,407.6,2022-12-10
0.0,M,Z,z23,1500m + 500m,99.5,402.7,2022-12-10
0.0,M,Z,z23,1500m + 500m,99.0,402.7,2022-12-10
0.0,M,Z,z15,1500m + 500m,100.1,406.8,2022-12-10
0.0,M,Z,z15,1500m + 500m,99.6,406.8,2022-12-10
0.0,M,Z,z24,1500m + 500m,102.8,411.8,2022-12-10
0.0,M,Z,z24,1500m + 500m,103.8,411.8,2022-12-10
0.0,M,Z,z25,1500m + 500m,100.6,407.0,2022-12-10
0.0,M,Z,z25,1500m + 500m,100.6,407.0,2022-12-10
0.0,M,Z,z26,1500m + 500m,101.8,414.3,2022-12-10
0.0,M,Z,z26,1500m + 500m,108.1,414.3,2022-12-10
0.0,M,Z,z20,1000m + 500m,96.1,390.0,2022-12-10
0.0,M,Z,z20,1000m + 500m,94.7,390.0,2022-12-10
0.0,M,Z,z21,1000m + 500m,95.5,391.2,2022-12-10
0.0,M,Z,z21,1000m + 500m,95.8,391.2,2022-12-10
0.0,M,Z,z22,1000m + 500m,100.1,407.6,2022-12-10
0.0,M,Z,z22,1000m + 500m,99.9,407.6,2022-12-10
0.0,M,Z,z23,1000m + 500m,98.5,402.7,2022-12-10
0.0,M,Z,z23,1000m + 500m,98.0,402.7,2022-12-10
0.0,M,Z,z15,1000m + 500m,100.1,406.8,2022-12-10
0.0,M,Z,z15,1000m + 500m,98.9,406.8,2022-12-10
0.0,M,Z,z24,1000m + 500m,102.6,411.8,2022-12-10
0.0,M,Z,z24,1000m + 500m,101.7,411.8,2022-12-10
0.0,M,Z,z25,1000m + 500m,100.7,407.0,2022-12-10
0.0,M,Z,z25,1000m + 500m,100.5,407.0,2022-12-10
0.0,M,Z,z26,1000m + 500m,100.4,414.3,2022-12-10
0.0,M,Z,z26,1000m + 500m,100.2,414.3,2022-12-10
0.0,M,Z,z20,3x10'/5'r,107.4,390.0,2022-12-10
0.0,M,Z,z20,3x10'/5'r,107.0,390.0,2022-12-10
0.0,M,Z,z20,3x10'/5'r,110.1,390.0,2022-12-10
0.0,M,Z,z21,3x10'/5'r,106.5,391.2,2022-12-10
0.0,M,Z,z21,3x10'/5'r,106.2,391.2,2022-12-10
0.0,M,Z,z21,3x10'/5'r,105.4,391.2,2022-12-10
0.0,M,Z,z22,3x10'/5'r,110.5,407.6,2022-12-10
0.0,M,Z,z22,3x10'/5'r,110.5,407.6,2022-12-10
0.0,M,Z,z22,3x10'/5'r,110.3,407.6,2022-12-10
0.0,M,Z,z23,3x10'/5'r,108.8,402.7,2022-12-10
0.0,M,Z,z23,3x10'/5'r,108.9,402.7,2022-12-10
0.0,M,Z,z23,3x10'/5'r,107.3,402.7,2022-12-10
0.0,M,Z,z15,3x10'/5'r,110.7,406.8,2022-12-10
0.0,M,Z,z15,3x10'/5'r,111.0,406.8,2022-12-10
0.0,M,Z,z15,3x10'/5'r,111.6,406.8,2022-12-10
0.0,M,Z,z24,3x10'/5'r,114.5,411.8,2022-12-10
0.0,M,Z,z24,3x10'/5'r,115.5,411.8,2022-12-10
0.0,M,Z,z24,3x10'/5'r,114.6,411.8,2022-12-10
0.0,M,Z,z25,3x10'/5'r,111.9,407.0,2022-12-10
0.0,M,Z,z25,3x10'/5'r,111.5,407.0,2022-12-10
0.0,M,Z,z25,3x10'/5'r,110.8,407.0,2022-12-10
0.0,M,Z,z26,3x10'/5'r,113.5,414.3,2022-12-10
0.0,M,Z,z26,3x10'/5'r,114.3,414.3,2022-12-10
0.0,M,Z,z26,3x10'/5'r,140.2,414.3,2022-12-10
0.0,M,Z,z28,3x10'/5'r,110.0,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,113.3,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,114.3,398.6,2023-12-16
0.0,M,Z,z29,3x10'/5'r,113.5,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,115.2,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,113.5,400.2,2023-12-16
0.0,M,Z,z30,3x10'/5'r,117.1,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,116.5,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,114.4,409.4,2023-12-16
0.0,M,Z,z27,3x10'/5'r,114.6,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,111.3,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,108.3,387.9,2023-12-16
0.0,M,Z,z28,3x10'/5'r,109.4,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,111.3,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,111.7,398.6,2023-12-16
0.0,M,Z,z29,3x10'/5'r,112.2,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,113.5,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,113.9,400.2,2023-12-16
0.0,M,Z,z30,3x10'/5'r,112.7,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,116.8,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,115.3,409.4,2023-12-16
0.0,M,Z,z27,3x10'/5'r,109.2,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,108.9,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,108.8,387.9,2023-12-16
0.0,M,Z,z28,3x10'/5'r,108.9,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,109.7,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,110.6,398.6,2023-12-16
0.0,M,Z,z29,3x10'/5'r,109.2,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,110.6,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,111.5,400.2,2023-12-16
0.0,M,Z,z30,3x10'/5'r,111.9,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,112.6,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,113.7,409.4,2023-12-16
0.0,M,Z,z27,3x10'/5'r,106.3,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,107.3,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,108.5,387.9,2023-12-16
0.0,M,Z,z28,3x10'/5'r,107.7,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,108.4,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,109.6,398.6,2023-12-16
0.0,M,Z,z29,3x10'/5'r,108.5,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,109.3,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,110.3,400.2,2023-12-16
0.0,M,Z,z30,3x10'/5'r,110.4,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,112.4,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,113.6,409.4,2023-12-16
0.0,M,Z,z27,3x10'/5'r,106.1,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,106.6,387.9,2023-12-16
0.0,M,Z,z27,3x10'/5'r,107.4,387.9,2023-12-16
0.0,M,Z,z28,3x10'/5'r,107.0,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,109.1,398.6,2023-12-16
0.0,M,Z,z28,3x10'/5'r,110.5,398.6,2023-12-16
0.0,M,Z,z29,3x10'/5'r,108.1,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,111.2,400.2,2023-12-16
0.0,M,Z,z29,3x10'/5'r,114.2,400.2,2023-12-16
0.0,M,Z,z30,3x10'/5'r,111.7,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,112.1,409.4,2023-12-16
0.0,M,Z,z30,3x10'/5'r,112.3,409.4,2023-12-16
0.0,M,Z,z28,3x5x1'/1'r /5'r,94.5,398.6,2023-12-16
0.0,M,Z,z28,3x5x1'/1'r /5'r,98.0,398.6,2023-12-16
0.0,M,Z,z28,3x5x1'/1'r /5'r,98.5,398.6,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,93.6,400.2,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,97.7,400.2,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,98.0,400.2,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,97.4,409.4,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,102.2,409.4,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,101.5,409.4,2023-12-16
0.0,M,Z,z27,3x5x1'/1'r /5'r,95.1,387.9,2023-12-16
0.0,M,Z,z27,3x5x1'/1'r /5'r,95.5,387.9,2023-12-16
0.0,M,Z,z27,3x5x1'/1'r /5'r,95.0,387.9,2023-12-16
0.0,M,Z,z28,3x5x1'/1'r /5'r,96.6,398.6,2023-12-16
0.0,M,Z,z28,3x5x1'/1'r /5'r,97.9,398.6,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,96.5,400.2,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,96.5,400.2,2023-12-16
0.0,M,Z,z29,3x5x1'/1'r /5'r,97.5,400.2,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,98.4,409.4,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,98.7,409.4,2023-12-16
0.0,M,Z,z30,3x5x1'/1'r /5'r,100.4,409.4,2023-12-16
0.0,M,Z,z32,4x5',100.7,402.6,2014-12-13
0.0,M,Z,z32,4x5',103.8,402.6,2014-12-13
0.0,M,Z,z32,4x5',105.8,402.6,2014-12-13
0.0,M,Z,z32,4x5',106.8,402.6,2014-12-13
0.0,M,Z,z33,4x5',105.0,408.4,2014-12-13
0.0,M,Z,z33,4x5',106.8,408.4,2014-12-13
0.0,M,Z,z33,4x5',108.3,408.4,2014-12-13
0.0,M,Z,z33,4x5',109.9,408.4,2014-12-13
0.0,M,Z,z34,4x5',106.9,414.6,2014-12-13
0.0,M,Z,z34,4x5',107.7,414.6,2014-12-13
0.0,M,Z,z34,4x5',108.3,414.6,2014-12-13
0.0,M,Z,z34,4x5',109.2,414.6,2014-12-13
0.0,M,Z,z35,4x5',103.7,415.2,2014-12-13
0.0,M,Z,z35,4x5',106.8,415.2,2014-12-13
0.0,M,Z,z35,4x5',108.7,415.2,2014-12-13
0.0,M,Z,z35,4x5',114.5,415.2,2014-12-13
0.0,M,Z,z36,4x5',109.0,416.7,2014-12-13
0.0,M,Z,z36,4x5',109.3,416.7,2014-12-13
0.0,M,Z,z36,4x5',107.9,416.7,2014-12-13
0.0,M,Z,z36,4x5',108.3,416.7,2014-12-13
0.0,M,Z,z37,4x5',107.8,423.4,2014-12-13
0.0,M,Z,z37,4x5',109.8,423.4,2014-12-13
0.0,M,Z,z37,4x5',113.4,423.4,2014-12-13
0.0,M,Z,z37,4x5',113.1,423.4,2014-12-13
0.0,M,Z,z32,3x1000m,98.3,402.6,2014-12-13
0.0,M,Z,z32,3x1000m,99.5,402.6,2014-12-13
0.0,M,Z,z32,3x1000m,101.3,402.6,2014-12-13
0.0,M,Z,z33,3x1000m,99.2,408.4,2014-12-13
0.0,M,Z,z33,3x1000m,102.7,408.4,2014-12-13
0.0,M,Z,z33,3x1000m,106.7,408.4,2014-12-13
0.0,M,Z,z34,3x1000m,103.9,414.6,2014-12-13
0.0,M,Z,z34,3x1000m,105.0,414.6,2014-12-13
0.0,M,Z,z34,3x1000m,104.8,414.6,2014-12-13
0.0,M,Z,z35,3x1000m,102.4,415.2,2014-12-13
0.0,M,Z,z35,3x1000m,112.7,415.2,2014-12-13
0.0,M,Z,z35,3x1000m,103.0,415.2,2014-12-13
0.0,M,Z,z36,3x1000m,104.0,416.7,2014-12-13
0.0,M,Z,z36,3x1000m,104.8,416.7,2014-12-13
0.0,M,Z,z36,3x1000m,105.1,416.7,2014-12-13
0.0,M,Z,z37,3x1000m,104.3,423.4,2014-12-13
0.0,M,Z,z37,3x1000m,104.5,423.4,2014-12-13
0.0,M,Z,z37,3x1000m,105.0,423.4,2014-12-13
0.0,M,Z,z32,3x12',108.6,402.6,2014-12-13
0.0,M,Z,z32,3x12',111.6,402.6,2014-12-13
0.0,M,Z,z32,3x12',111.8,402.6,2014-12-13
0.0,M,Z,z33,3x12',112.6,408.4,2014-12-13
0.0,M,Z,z33,3x12',112.1,408.4,2014-12-13
0.0,M,Z,z33,3x12',113.2,408.4,2014-12-13
0.0,M,Z,z34,3x12',113.1,414.6,2014-12-13
0.0,M,Z,z34,3x12',115.2,414.6,2014-12-13
0.0,M,Z,z34,3x12',115.4,414.6,2014-12-13
0.0,M,Z,z35,3x12',109.2,415.2,2014-12-13
0.0,M,Z,z35,3x12',112.7,415.2,2014-12-13
0.0,M,Z,z35,3x12',113.8,415.2,2014-12-13
0.0,M,Z,z36,3x12',112.0,416.7,2014-12-13
0.0,M,Z,z36,3x12',114.6,416.7,2014-12-13
0.0,M,Z,z36,3x12',113.1,416.7,2014-12-13
0.0,M,Z,z37,3x12',112.6,423.4,2014-12-13
0.0,M,Z,z37,3x12',115.3,423.4,2014-12-13
0.0,M,Z,z37,3x12',116.4,423.4,2014-12-13
0.0,M,Z,z32,2x25',112.8,402.6,2014-12-13
0.0,M,Z,z32,2x25',115.8,402.6,2014-12-13
0.0,M,Z,z33,2x25',116.1,408.4,2014-12-13
0.0,M,Z,z33,2x25',119.9,408.4,2014-12-13
0.0,M,Z,z34,2x25',117.8,414.6,2014-12-13
0.0,M,Z,z34,2x25',118.8,414.6,2014-12-13
0.0,M,Z,z35,2x25',114.0,415.2,2014-12-13
0.0,M,Z,z35,2x25',118.1,415.2,2014-12-13
0.0,M,Z,z36,2x25',116.8,416.7,2014-12-13
0.0,M,Z,z36,2x25',117.3,416.7,2014-12-13
0.0,M,Z,z37,2x25',120.4,423.4,2014-12-13
0.0,M,Z,z37,2x25',122.2,423.4,2014-12-13
0.0,M,Z,z32,8x500m,92.8,402.6,2014-12-13
0.0,M,Z,z32,8x500m,99.0,402.6,2014-12-13
0.0,M,Z,z32,8x500m,100.7,402.6,2014-12-13
0.0,M,Z,z32,8x500m,99.5,402.6,2014-12-13
0.0,M,Z,z32,8x500m,96.4,402.6,2014-12-13
0.0,M,Z,z32,8x500m,99.0,402.6,2014-12-13
0.0,M,Z,z32,8x500m,98.9,402.6,2014-12-13
0.0,M,Z,z32,8x500m,99.7,402.6,2014-12-13
0.0,M,Z,z33,8x500m,92.4,408.4,2014-12-13
0.0,M,Z,z33,8x500m,97.4,408.4,2014-12-13
0.0,M,Z,z33,8x500m,101.2,408.4,2014-12-13
0.0,M,Z,z33,8x500m,103.2,408.4,2014-12-13
0.0,M,Z,z33,8x500m,100.1,408.4,2014-12-13
0.0,M,Z,z33,8x500m,102.3,408.4,2014-12-13
0.0,M,Z,z33,8x500m,103.1,408.4,2014-12-13
0.0,M,Z,z33,8x500m,103.2,408.4,2014-12-13
0.0,M,Z,z35,8x500m,94.2,415.2,2014-12-13
0.0,M,Z,z35,8x500m,98.5,415.2,2014-12-13
0.0,M,Z,z35,8x500m,100.8,415.2,2014-12-13
0.0,M,Z,z35,8x500m,101.8,415.2,2014-12-13
0.0,M,Z,z35,8x500m,97.8,415.2,2014-12-13
0.0,M,Z,z35,8x500m,102.7,415.2,2014-12-13
0.0,M,Z,z35,8x500m,105.7,415.2,2014-12-13
0.0,M,Z,z35,8x500m,103.6,415.2,2014-12-13
0.0,M,Z,z36,8x500m,96.4,416.7,2014-12-13
0.0,M,Z,z36,8x500m,104.0,416.7,2014-12-13
0.0,M,Z,z36,8x500m,105.4,416.7,2014-12-13
0.0,M,Z,z36,8x500m,105.4,416.7,2014-12-13
0.0,M,Z,z36,8x500m,103.1,416.7,2014-12-13
0.0,M,Z,z36,8x500m,105.2,416.7,2014-12-13
0.0,M,Z,z36,8x500m,106.6,416.7,2014-12-13
0.0,M,Z,z36,8x500m,105.2,416.7,2014-12-13
0.0,M,Z,z37,8x500m,95.0,423.4,2014-12-13
0.0,M,Z,z37,8x500m,97.9,423.4,2014-12-13
0.0,M,Z,z37,8x500m,102.7,423.4,2014-12-13
0.0,M,Z,z37,8x500m,103.4,423.4,2014-12-13
0.0,M,Z,z37,8x500m,100.8,423.4,2014-12-13
0.0,M,Z,z37,8x500m,101.3,423.4,2014-12-13
0.0,M,Z,z37,8x500m,104.1,423.4,2014-12-13
0.0,M,Z,z37,8x500m,104.5,423.4,2014-12-13
0.0,M,Z,z38,3x2000m,98.5,374.2,2018-12-08
0.0,M,Z,z38,3x2000m,99.7,404.5,2018-12-08
0.0,M,Z,z38,3x2000m,101.0,374.2,2018-12-08
0.0,M,Z,z40,3x2000m,104.2,372.1,2018-12-08
0.0,M,Z,z40,3x2000m,104.8,372.1,2018-12-08
0.0,M,Z,z40,3x2000m,104.2,389.1,2018-12-08
0.0,M,Z,z41,3x2000m,108.4,389.1,2018-12-08
0.0,M,Z,z41,3x2000m,109.0,401.4,2018-12-08
0.0,M,Z,z42,3x2000m,105.3,401.4,2018-12-08
0.0,M,Z,z42,3x2000m,107.9,401.4,2018-12-08
0.0,M,Z,z42,3x2000m,110.4,398.8,2018-12-08
0.0,M,Z,z43,3x2000m,107.5,398.8,2018-12-08
0.0,M,Z,z43,3x2000m,109.1,398.8,2018-12-08
0.0,M,Z,z43,3x2000m,107.1,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,107.9,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,114.5,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,114.6,404.5,2018-12-08
0.0,M,Z,z45,3x2000m,112.0,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,113.6,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,114.9,413.2,2018-12-08
0.0,M,Z,z46,3x2000m,106.8,398.2,2018-12-08
0.0,M,Z,z46,3x2000m,107.5,398.2,2018-12-08
0.0,M,Z,z46,3x2000m,109.3,398.2,2018-12-08
0.0,M,Z,z44,3x2000m,107.7,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,109.0,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,112.4,404.5,2018-12-08
0.0,M,Z,z45,3x2000m,111.3,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,111.3,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,112.9,413.2,2018-12-08
0.0,M,Z,z46,3x2000m,104.0,398.2,2018-12-08
0.0,M,Z,z46,3x2000m,104.4,398.2,2018-12-08
0.0,M,Z,z46,3x2000m,105.8,398.2,2018-12-08
0.0,M,Z,z38,3x2000m,97.3,374.2,2018-12-08
0.0,M,Z,z38,3x2000m,97.4,374.2,2018-12-08
0.0,M,Z,z38,3x2000m,99.7,374.2,2018-12-08
0.0,M,Z,z39,3x2000m,99.3,372.1,2018-12-08
0.0,M,Z,z39,3x2000m,101.3,372.1,2018-12-08
0.0,M,Z,z39,3x2000m,101.5,372.1,2018-12-08
0.0,M,Z,z40,3x2000m,103.5,389.1,2018-12-08
0.0,M,Z,z40,3x2000m,103.5,389.1,2018-12-08
0.0,M,Z,z40,3x2000m,103.7,389.1,2018-12-08
0.0,M,Z,z41,3x2000m,105.4,401.4,2018-12-08
0.0,M,Z,z41,3x2000m,105.1,401.4,2018-12-08
0.0,M,Z,z41,3x2000m,105.2,401.4,2018-12-08
0.0,M,Z,z42,3x2000m,104.5,398.8,2018-12-08
0.0,M,Z,z42,3x2000m,105.2,398.8,2018-12-08
0.0,M,Z,z42,3x2000m,107.1,398.8,2018-12-08
0.0,M,Z,z43,3x2000m,104.0,404.5,2018-12-08
0.0,M,Z,z43,3x2000m,105.6,404.5,2018-12-08
0.0,M,Z,z43,3x2000m,107.2,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,105.1,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,110.7,404.5,2018-12-08
0.0,M,Z,z44,3x2000m,113.1,404.5,2018-12-08
0.0,M,Z,z45,3x2000m,110.4,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,111.4,413.2,2018-12-08
0.0,M,Z,z45,3x2000m,112.1,413.2,2018-12-08
0.0,M,Z,z38,2x2000m,95.4,374.2,2018-12-08
0.0,M,Z,z38,2x2000m,95.8,374.2,2018-12-08
0.0,M,Z,z39,2x2000m,95.9,372.1,2018-12-08
0.0,M,Z,z40,2x2000m,100.5,389.1,2018-12-08
0.0,M,Z,z40,2x2000m,100.8,389.1,2018-12-08
0.0,M,Z,z42,2x2000m,102.4,398.8,2018-12-08
0.0,M,Z,z42,2x2000m,103.0,398.8,2018-12-08
0.0,M,Z,z43,2x2000m,102.4,404.5,2018-12-08
0.0,M,Z,z43,2x2000m,104.1,404.5,2018-12-08
0.0,M,Z,z44,2x2000m,104.1,404.5,2018-12-08
0.0,M,Z,z44,2x2000m,106.4,404.5,2018-12-08
0.0,M,Z,z45,2x2000m,107.1,413.2,2018-12-08
0.0,M,Z,z45,2x2000m,112.5,413.2,2018-12-08
0.0,M,Z,z46,2x2000m,102.9,398.2,2018-12-08
0.0,M,Z,z46,2x2000m,106.1,398.2,2018-12-08
0.0,M,L,l2,100m,89.5,415.0,2020-12-12
0.0,M,L,l3,100m,93.0,424.5,2020-12-12
0.0,M,L,l4,100m,91.5,423.2,2020-12-12
0.0,M,L,l5,100m,93.0,432.3,2020-12-12
0.0,M,L,l6,100m,92.0,433.8,2020-12-12
0.0,M,L,l7,100m,89.5,413.7,2020-12-12
0.0,M,L,l4,500m,100.0,423.2,2020-12-12
0.0,M,L,l8,500m,99.7,427.1,2020-12-12
0.0,M,L,l5,1000m,103.0,432.3,2020-12-12
0.0,M,L,l7,1000m,106.0,413.7,2020-12-12
0.0,M,L,l8,1000m,106.2,427.1,2020-12-12
0.0,M,L,l1,minuutjes,107.0,415.4,2020-12-12
0.0,M,L,l2,minuutjes,101.0,415.0,2020-12-12
0.0,M,L,l3,minuutjes,112.0,424.5,2020-12-12
0.0,M,L,l4,minuutjes,103.0,423.2,2020-12-12
0.0,M,L,l6,minuutjes,107.0,433.8,2020-12-12
0.0,M,L,l7,minuutjes,106.0,413.7,2020-12-12
0.0,M,L,l8,minuutjes,104.0,427.1,2020-12-12
0.0,M,L,l2,3x20'/5'r,127.0,415.0,2020-12-12
0.0,M,L,l3,3x20'/5'r,144.0,424.5,2020-12-12
0.0,M,L,l4,3x20'/5'r,126.0,423.2,2020-12-12
0.0,M,L,l5,3x20'/5'r,135.0,432.3,2020-12-12
0.0,M,L,l6,3x20'/5'r,132.0,433.8,2020-12-12
0.0,M,L,l7,3x20'/5'r,126.0,413.7,2020-12-12
0.0,M,L,l8,3x20'/5'r,125.0,427.1,2020-12-12
0.0,M,L,l1,5x5',112.4,415.4,2020-12-12
0.0,M,L,l2,5x5',109.2,415.0,2020-12-12
0.0,M,L,l3,5x5',115.5,424.5,2020-12-12
0.0,M,L,l4,5x5',111.2,423.2,2020-12-12
0.0,M,L,l5,5x5',113.6,432.3,2020-12-12
0.0,M,L,l6,5x5',116.3,433.8,2020-12-12
0.0,M,L,l7,5x5',111.0,413.7,2020-12-12
0.0,M,L,l8,5x5',115.1,427.1,2020-12-12
0.0,M,L,l1,5x5',111.3,415.4,2020-12-12
0.0,M,L,l3,5x5',114.5,424.5,2020-12-12
0.0,M,L,l9,3x2000m/5'r,119.2,402.7,2019-12-07
0.0,M,L,l9,3x2000m/5'r,115.8,402.7,2019-12-07
0.0,M,L,l9,3x2000m/5'r,115.0,402.7,2019-12-07
0.0,M,L,l10,3x2000m/5'r,111.0,411.4,2019-12-07
0.0,M,L,l10,3x2000m/5'r,110.7,411.4,2019-12-07
0.0,M,L,l10,3x2000m/5'r,111.7,411.4,2019-12-07
0.0,M,L,l11,3x2000m/5'r,115.8,421.9,2019-12-07
0.0,M,L,l11,3x2000m/5'r,117.8,421.9,2019-12-07
0.0,M,L,l11,3x2000m/5'r,117.8,421.9,2019-12-07
0.0,M,L,l12,3x2000m/5'r,119.2,420.3,2019-12-07
0.0,M,L,l12,3x2000m/5'r,122.4,420.3,2019-12-07
0.0,M,L,l12,3x2000m/5'r,124.4,420.3,2019-12-07
0.0,M,L,l13,3x2000m/5'r,125.8,419.0,2019-12-07
0.0,M,L,l13,3x2000m/5'r,119.3,419.0,2019-12-07
0.0,M,L,l13,3x2000m/5'r,119.9,419.0,2019-12-07
0.0,M,L,l14,3x2000m/5'r,126.1,420.3,2019-12-07
0.0,M,L,l14,3x2000m/5'r,131.4,420.3,2019-12-07
0.0,M,L,l14,3x2000m/5'r,129.9,420.3,2019-12-07
0.0,M,L,l15,3x2000m/5'r,119.4,421.9,2019-12-07
0.0,M,L,l15,3x2000m/5'r,122.6,421.9,2019-12-07
0.0,M,L,l15,3x2000m/5'r,124.3,421.9,2019-12-07
0.0,M,L,l16,3x2000m/5'r,121.8,420.5,2019-12-07
0.0,M,L,l16,3x2000m/5'r,124.2,420.5,2019-12-07
0.0,M,L,l16,3x2000m/5'r,122.4,420.5,2019-12-07
0.0,M,L,l9,3x2000m/5'r,109.7,402.7,2019-12-07
0.0,M,L,l9,3x2000m/5'r,110.7,402.7,2019-12-07
0.0,M,L,l9,3x2000m/5'r,112.5,402.7,2019-12-07
0.0,M,L,l10,3x2000m/5'r,106.4,411.4,2019-12-07
0.0,M,L,l10,3x2000m/5'r,111.5,411.4,2019-12-07
0.0,M,L,l10,3x2000m/5'r,112.6,411.4,2019-12-07
0.0,M,L,l11,3x2000m/5'r,112.9,421.9,2019-12-07
0.0,M,L,l11,3x2000m/5'r,115.8,421.9,2019-12-07
0.0,M,L,l11,3x2000m/5'r,116.9,421.9,2019-12-07
0.0,M,L,l12,3x2000m/5'r,113.8,420.3,2019-12-07
0.0,M,L,l12,3x2000m/5'r,119.3,420.3,2019-12-07
0.0,M,L,l12,3x2000m/5'r,119.4,420.3,2019-12-07
0.0,M,L,l13,3x2000m/5'r,116.1,419.0,2019-12-07
0.0,M,L,l13,3x2000m/5'r,115.4,419.0,2019-12-07
0.0,M,L,l13,3x2000m/5'r,115.8,419.0,2019-12-07
0.0,M,L,l14,3x2000m/5'r,118.1,420.3,2019-12-07
0.0,M,L,l14,3x2000m/5'r,121.8,420.3,2019-12-07
0.0,M,L,l14,3x2000m/5'r,123.3,420.3,2019-12-07
0.0,M,L,l15,3x2000m/5'r,115.6,421.9,2019-12-07
0.0,M,L,l15,3x2000m/5'r,120.3,421.9,2019-12-07
0.0,M,L,l15,3x2000m/5'r,123.5,421.9,2019-12-07
0.0,M,L,l16,3x2000m/5'r,116.8,420.5,2019-12-07
