ervaring,geslacht,gewichtsklasse,naam,trainingtype,500_split,2k tijd,2k datum
1.0,M,Z,z47,5x5',104.6,379.9,2018-12-08
1.0,M,Z,z47,5x5',104.7,379.9,2018-12-08
1.0,M,Z,z47,5x5',104.3,379.9,2018-12-08
1.0,M,Z,z47,5x5',104.0,379.9,2018-12-08
1.0,M,Z,z47,5x5',104.1,379.9,2018-12-08
1.0,M,Z,z50,5x5',107.1,390.2,2018-12-08
1.0,M,Z,z50,5x5',105.5,390.2,2018-12-08
1.0,M,Z,z50,5x5',104.6,390.2,2018-12-08
1.0,M,Z,z50,5x5',103.8,390.2,2018-12-08
1.0,M,Z,z50,5x5',102.7,390.2,2018-12-08
1.0,M,Z,z52,5x5',105.4,382.2,2018-12-08
1.0,M,Z,z52,5x5',105.1,382.2,2018-12-08
1.0,M,Z,z52,5x5',104.9,382.2,2018-12-08
1.0,M,Z,z52,5x5',104.5,382.2,2018-12-08
1.0,M,Z,z52,5x5',104.1,382.2,2018-12-08
1.0,M,Z,z54,5x5',106.2,392.0,2018-12-08
1.0,M,Z,z54,5x5',107.8,392.0,2018-12-08
1.0,M,Z,z54,5x5',109.0,392.0,2018-12-08
1.0,M,Z,z54,5x5',109.9,392.0,2018-12-08
1.0,M,Z,z54,5x5',109.1,392.0,2018-12-08
1.0,M,Z,z52,3x15',120.0,382.2,2018-12-08
1.0,M,Z,z52,3x15',121.2,382.2,2018-12-08
1.0,M,Z,z52,3x15',121.0,382.2,2018-12-08
1.0,M,Z,z54,3x15',118.6,392.0,2018-12-08
1.0,M,Z,z54,3x15',119.9,392.0,2018-12-08
1.0,M,Z,z54,3x15',121.1,392.0,2018-12-08
1.0,M,Z,z52,3x20',118.2,382.2,2018-12-08
1.0,M,Z,z52,3x20',119.5,382.2,2018-12-08
1.0,M,Z,z52,3x20',119.7,382.2,2018-12-08
1.0,M,Z,z54,3x20',119.0,392.0,2018-12-08
1.0,M,Z,z54,3x20',121.3,392.0,2018-12-08
1.0,M,Z,z54,3x20',121.7,392.0,2018-12-08
1.0,M,Z,z47,3x20',115.5,379.9,2018-12-08
1.0,M,Z,z47,3x20',117.0,379.9,2018-12-08
1.0,M,Z,z47,3x20',117.5,379.9,2018-12-08
1.0,M,Z,z50,3x20',120.9,390.2,2018-12-08
1.0,M,Z,z50,3x20',120.9,390.2,2018-12-08
1.0,M,Z,z50,3x20',120.9,390.2,2018-12-08
1.0,M,Z,z52,3x20',117.9,382.2,2018-12-08
1.0,M,Z,z52,3x20',118.2,382.2,2018-12-08
1.0,M,Z,z52,3x20',118.6,382.2,2018-12-08
1.0,M,Z,z54,3x20',117.7,392.0,2018-12-08
1.0,M,Z,z54,3x20',117.6,392.0,2018-12-08
1.0,M,Z,z54,3x20',117.7,392.0,2018-12-08
1.0,M,Z,z4,3x2000m/5'r,100.7,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,102.3,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,103.6,381.6,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,106.7,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,107.7,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,106.2,390.4,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,104.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,106.2,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,105.5,394.1,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,100.3,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,100.0,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,98.9,371.8,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,101.8,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,104.9,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,106.3,389.4,2021-12-11
1.0,M,Z,z3,3x20',116.5,390.4,2021-12-11
1.0,M,Z,z3,3x20',123.3,390.4,2021-12-11
1.0,M,Z,z3,3x20',119.3,390.4,2021-12-11
1.0,M,Z,z5,3x20',110.1,371.8,2021-12-11
1.0,M,Z,z5,3x20',114.3,371.8,2021-12-11
1.0,M,Z,z5,3x20',114.4,371.8,2021-12-11
1.0,M,Z,z4,6000m,104.7,381.6,2021-12-11
1.0,M,Z,z3,6000m,106.9,390.4,2021-12-11
1.0,M,Z,z48,6000m,106.8,394.1,2021-12-11
1.0,M,Z,z5,6000m,102.1,371.8,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,105.3,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,104.9,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,104.7,390.4,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,104.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,105.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,105.0,394.1,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,101.4,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,100.6,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.7,371.8,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,100.8,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,103.5,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,103.8,381.6,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,103.7,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,107.3,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,108.3,390.4,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,104.1,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,105.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,106.0,394.1,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,100.0,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,101.3,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.9,371.8,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,103.2,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,106.0,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,105.7,389.4,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,101.4,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,101.8,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,102.4,381.6,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,105.3,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,104.5,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,106.1,390.4,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,101.9,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,102.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,101.8,394.1,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.2,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,101.3,371.8,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,102.7,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,105.0,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,104.7,389.4,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,101.0,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,101.2,381.6,2021-12-11
1.0,M,Z,z4,3x2000m/5'r,101.1,381.6,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,108.2,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,107.3,390.4,2021-12-11
1.0,M,Z,z3,3x2000m/5'r,106.6,390.4,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,104.0,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,106.2,394.1,2021-12-11
1.0,M,Z,z48,3x2000m/5'r,105.7,394.1,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.1,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.3,371.8,2021-12-11
1.0,M,Z,z5,3x2000m/5'r,99.2,371.8,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,102.1,389.4,2021-12-11
1.0,M,Z,z6,3x2000m/5'r,102.5,389.4,2021-12-11
1.0,M,Z,z4,4x1500m,100.9,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,98.9,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,101.2,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,100.5,381.6,2021-12-11
1.0,M,Z,z3,4x1500m,104.1,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,102.9,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,105.0,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,102.7,390.4,2021-12-11
1.0,M,Z,z48,4x1500m,99.3,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,97.6,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,101.3,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,102.3,394.1,2021-12-11
1.0,M,Z,z6,4x1500m,101.5,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,99.5,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,101.7,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,102.1,389.4,2021-12-11
1.0,M,Z,z4,4x1500m,99.8,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,98.8,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,100.3,381.6,2021-12-11
1.0,M,Z,z4,4x1500m,99.2,381.6,2021-12-11
1.0,M,Z,z3,4x1500m,102.5,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,100.4,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,102.3,390.4,2021-12-11
1.0,M,Z,z3,4x1500m,102.0,390.4,2021-12-11
1.0,M,Z,z48,4x1500m,99.2,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,101.6,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,103.6,394.1,2021-12-11
1.0,M,Z,z48,4x1500m,102.3,394.1,2021-12-11
1.0,M,Z,z5,4x1500m,98.4,371.8,2021-12-11
1.0,M,Z,z5,4x1500m,97.3,371.8,2021-12-11
1.0,M,Z,z5,4x1500m,98.5,371.8,2021-12-11
1.0,M,Z,z5,4x1500m,95.7,371.8,2021-12-11
1.0,M,Z,z6,4x1500m,101.5,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,100.0,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,101.8,389.4,2021-12-11
1.0,M,Z,z6,4x1500m,99.3,389.4,2021-12-11
1.0,M,Z,z4,3x1000m/5'r,94.6,381.6,2021-12-11
1.0,M,Z,z4,3x1000m/5'r,94.9,381.6,2021-12-11
1.0,M,Z,z4,3x1000m/5'r,94.9,381.6,2021-12-11
1.0,M,Z,z3,3x1000m/5'r,96.2,390.4,2021-12-11
1.0,M,Z,z3,3x1000m/5'r,98.1,390.4,2021-12-11
1.0,M,Z,z3,3x1000m/5'r,100.2,390.4,2021-12-11
1.0,M,Z,z5,3x1000m/5'r,92.8,371.8,2021-12-11
1.0,M,Z,z5,3x1000m/5'r,92.9,371.8,2021-12-11
1.0,M,Z,z5,3x1000m/5'r,91.8,371.8,2021-12-11
1.0,M,Z,z6,3x1000m/5'r,94.8,389.4,2021-12-11
1.0,M,Z,z6,3x1000m/5'r,95.4,389.4,2021-12-11
1.0,M,Z,z6,3x1000m/5'r,99.2,389.4,2021-12-11
1.0,M,Z,z4,6x500m/2'r,92.6,381.6,2021-12-11
1.0,M,Z,z4,6x500m/2'r,93.3,381.6,2021-12-11
1.0,M,Z,z4,6x500m/2'r,92.9,381.6,2021-12-11
1.0,M,Z,z4,6x500m/2'r,92.9,381.6,2021-12-11
1.0,M,Z,z4,6x500m/2'r,92.7,381.6,2021-12-11
1.0,M,Z,z4,6x500m/2'r,92.2,381.6,2021-12-11
1.0,M,Z,z3,6x500m/2'r,95.7,390.4,2021-12-11
1.0,M,Z,z3,6x500m/2'r,94.4,390.4,2021-12-11
1.0,M,Z,z3,6x500m/2'r,94.1,390.4,2021-12-11
1.0,M,Z,z3,6x500m/2'r,95.8,390.4,2021-12-11
1.0,M,Z,z3,6x500m/2'r,95.2,390.4,2021-12-11
1.0,M,Z,z3,6x500m/2'r,93.3,390.4,2021-12-11
1.0,M,Z,z5,6x500m/2'r,91.0,371.8,2021-12-11
1.0,M,Z,z5,6x500m/2'r,90.8,371.8,2021-12-11
1.0,M,Z,z5,6x500m/2'r,90.5,371.8,2021-12-11
1.0,M,Z,z5,6x500m/2'r,90.8,371.8,2021-12-11
1.0,M,Z,z5,6x500m/2'r,90.7,371.8,2021-12-11
1.0,M,Z,z5,6x500m/2'r,90.7,371.8,2021-12-11
1.0,M,Z,z6,6x500m/2'r,92.6,389.4,2021-12-11
1.0,M,Z,z6,6x500m/2'r,92.7,389.4,2021-12-11
1.0,M,Z,z6,6x500m/2'r,93.1,389.4,2021-12-11
1.0,M,Z,z6,6x500m/2'r,92.9,389.4,2021-12-11
1.0,M,Z,z6,6x500m/2'r,93.2,389.4,2021-12-11
1.0,M,Z,z6,6x500m/2'r,94.9,389.4,2021-12-11
1.0,M,Z,z4,1500m,94.8,381.6,2021-12-11
1.0,M,Z,z3,1500m,98.4,390.4,2021-12-11
1.0,M,Z,z5,1500m,93.0,371.8,2021-12-11
1.0,M,Z,z6,1500m,95.6,389.4,2021-12-11
1.0,M,Z,z4,3x20',118.6,381.6,2021-12-11
1.0,M,Z,z4,3x20',120.3,381.6,2021-12-11
1.0,M,Z,z4,3x20',120.6,381.6,2021-12-11
1.0,M,Z,z3,3x20',123.3,390.4,2021-12-11
1.0,M,Z,z3,3x20',131.4,390.4,2021-12-11
1.0,M,Z,z3,3x20',129.0,390.4,2021-12-11
1.0,M,Z,z5,3x20',117.1,371.8,2021-12-11
1.0,M,Z,z5,3x20',124.6,371.8,2021-12-11
1.0,M,Z,z5,3x20',125.5,371.8,2021-12-11
1.0,M,Z,z6,3x20',126.4,389.4,2021-12-11
1.0,M,Z,z6,3x20',129.3,389.4,2021-12-11
1.0,M,Z,z6,3x20',126.2,389.4,2021-12-11
1.0,M,Z,z4,1',84.0,381.6,2021-12-11
1.0,M,Z,z3,1',81.7,390.4,2021-12-11
1.0,M,Z,z5,1',83.7,371.8,2021-12-11
1.0,M,Z,z6,1',84.2,389.4,2021-12-11
1.0,M,Z,z4,2000m,95.4,381.6,2021-12-11
1.0,M,Z,z3,2000m,97.6,390.4,2021-12-11
1.0,M,Z,z48,2000m,98.5,394.1,2021-12-11
1.0,M,Z,z5,2000m,92.9,371.8,2021-12-11
1.0,M,Z,z6,2000m,97.4,389.4,2021-12-11
1.0,M,Z,z4,6000m,101.6,381.6,2021-12-11
1.0,M,Z,z3,6000m,105.2,390.4,2021-12-11
1.0,M,Z,z5,6000m,100.0,371.8,2021-12-11
1.0,M,Z,z6,6000m,102.8,389.4,2021-12-11
1.0,M,Z,z4,30',105.9,381.6,2021-12-11
1.0,M,Z,z5,30',106.0,371.8,2021-12-11
1.0,M,Z,z6,30',106.7,389.4,2021-12-11
0.0,M,Z,z1,3x2000m,104.6,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,107.7,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,108.3,390.7,2019-12-07
0.0,M,Z,z2,3x2000m,107.8,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,108.2,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,108.9,398.7,2019-12-07
0.0,M,Z,z3,3x2000m,112.7,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,113.5,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,111.9,400.9,2019-12-07
0.0,M,Z,z4,3x2000m,115.0,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,113.0,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,112.2,407.8,2019-12-07
0.0,M,Z,z1,3x2000m,100.8,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,106.1,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,105.6,390.7,2019-12-07
0.0,M,Z,z2,3x2000m,103.0,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,108.0,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,107.0,398.7,2019-12-07
0.0,M,Z,z3,3x2000m,107.5,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,108.8,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,110.0,400.9,2019-12-07
0.0,M,Z,z4,3x2000m,109.4,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,112.0,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,113.8,407.8,2019-12-07
0.0,M,Z,z2,3x20'/3'r,119.4,398.7,2019-12-07
0.0,M,Z,z2,3x20'/3'r,118.0,398.7,2019-12-07
0.0,M,Z,z2,3x20'/3'r,119.0,398.7,2019-12-07
0.0,M,Z,z3,3x20'/3'r,123.0,400.9,2019-12-07
0.0,M,Z,z3,3x20'/3'r,126.0,400.9,2019-12-07
0.0,M,Z,z3,3x20'/3'r,128.0,400.9,2019-12-07
0.0,M,Z,z1,3x2000m,102.1,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,105.4,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,103.5,390.7,2019-12-07
0.0,M,Z,z2,3x2000m,104.2,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,104.1,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,105.5,398.7,2019-12-07
0.0,M,Z,z3,3x2000m,106.8,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,106.3,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,106.8,400.9,2019-12-07
0.0,M,Z,z4,3x2000m,109.3,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,110.2,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,112.4,407.8,2019-12-07
0.0,M,Z,z1,3x6x1'/1'r,91.8,390.7,2019-12-07
0.0,M,Z,z1,3x6x1'/1'r,94.1,390.7,2019-12-07
0.0,M,Z,z1,3x6x1'/1'r,94.0,390.7,2019-12-07
0.0,M,Z,z3,3x6x1'/1'r,95.8,400.9,2019-12-07
0.0,M,Z,z4,3x6x1'/1'r,99.3,407.8,2019-12-07
0.0,M,Z,z4,3x6x1'/1'r,102.9,407.8,2019-12-07
0.0,M,Z,z1,3x2000m,99.8,390.7,2019-12-07
0.0,M,Z,z1,3x2000m,104.6,390.7,2019-12-07
0.0,M,Z,z2,3x2000m,101.3,398.7,2019-12-07
0.0,M,Z,z2,3x2000m,104.6,398.7,2019-12-07
0.0,M,Z,z3,3x2000m,103.4,400.9,2019-12-07
0.0,M,Z,z3,3x2000m,106.9,400.9,2019-12-07
0.0,M,Z,z4,3x2000m,106.9,407.8,2019-12-07
0.0,M,Z,z4,3x2000m,109.4,407.8,2019-12-07
0.0,M,Z,z3,3x2000m,103.8,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,104.4,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,105.1,400.0,2020-12-12
0.0,M,Z,z4,3x2000m,103.7,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,103.9,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,102.7,396.2,2020-12-12
0.0,M,Z,z5,3x2000m,105.1,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,104.1,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,104.2,381.0,2020-12-12
0.0,M,Z,z6,3x2000m,105.3,396.4,2020-12-12
0.0,M,Z,z6,3x2000m,106.0,396.4,2020-12-12
0.0,M,Z,z6,3x2000m,106.5,396.4,2020-12-12
0.0,M,Z,z11,3x2000m,106.0,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,108.8,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,108.9,401.6,2020-12-12
0.0,M,Z,z3,3x2000m,103.5,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,103.6,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,102.7,400.0,2020-12-12
0.0,M,Z,z4,3x2000m,103.4,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,102.9,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,102.2,396.2,2020-12-12
0.0,M,Z,z5,3x2000m,101.8,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,102.9,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,103.8,381.0,2020-12-12
0.0,M,Z,z6,3x2000m,105.3,396.4,2020-12-12
0.0,M,Z,z10,3x2000m,107.6,408.0,2020-12-12
0.0,M,Z,z10,3x2000m,109.6,408.0,2020-12-12
0.0,M,Z,z10,3x2000m,111.1,408.0,2020-12-12
0.0,M,Z,z11,3x2000m,106.2,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,106.9,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,107.9,401.6,2020-12-12
0.0,M,Z,z3,minuutjes,96.1,400.0,2020-12-12
0.0,M,Z,z3,minuutjes,99.1,400.0,2020-12-12
0.0,M,Z,z3,minuutjes,98.4,400.0,2020-12-12
0.0,M,Z,z4,minuutjes,93.0,396.2,2020-12-12
0.0,M,Z,z4,minuutjes,94.9,396.2,2020-12-12
0.0,M,Z,z4,minuutjes,94.1,396.2,2020-12-12
0.0,M,Z,z5,minuutjes,92.9,381.0,2020-12-12
0.0,M,Z,z5,minuutjes,93.7,381.0,2020-12-12
0.0,M,Z,z5,minuutjes,95.3,381.0,2020-12-12
0.0,M,Z,z6,minuutjes,96.8,396.4,2020-12-12
0.0,M,Z,z6,minuutjes,99.2,396.4,2020-12-12
0.0,M,Z,z6,minuutjes,100.7,396.4,2020-12-12
0.0,M,Z,z8,minuutjes,99.0,402.2,2020-12-12
0.0,M,Z,z8,minuutjes,102.8,402.2,2020-12-12
0.0,M,Z,z8,minuutjes,101.4,402.2,2020-12-12
0.0,M,Z,z9,minuutjes,96.8,404.3,2020-12-12
0.0,M,Z,z9,minuutjes,99.6,404.3,2020-12-12
0.0,M,Z,z9,minuutjes,100.1,404.3,2020-12-12
0.0,M,Z,z10,minuutjes,98.4,408.0,2020-12-12
0.0,M,Z,z10,minuutjes,100.8,408.0,2020-12-12
0.0,M,Z,z10,minuutjes,100.7,408.0,2020-12-12
0.0,M,Z,z11,minuutjes,97.6,401.6,2020-12-12
0.0,M,Z,z11,minuutjes,100.1,401.6,2020-12-12
0.0,M,Z,z11,minuutjes,100.3,401.6,2020-12-12
0.0,M,Z,z3,3x2000m,103.1,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,103.1,400.0,2020-12-12
0.0,M,Z,z3,3x2000m,102.9,400.0,2020-12-12
0.0,M,Z,z4,3x2000m,101.0,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,101.1,396.2,2020-12-12
0.0,M,Z,z4,3x2000m,100.4,396.2,2020-12-12
0.0,M,Z,z5,3x2000m,102.5,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,102.4,381.0,2020-12-12
0.0,M,Z,z5,3x2000m,101.5,381.0,2020-12-12
0.0,M,Z,z6,3x2000m,104.2,396.4,2020-12-12
0.0,M,Z,z6,3x2000m,104.8,396.4,2020-12-12
0.0,M,Z,z8,3x2000m,106.7,402.2,2020-12-12
0.0,M,Z,z8,3x2000m,106.8,402.2,2020-12-12
0.0,M,Z,z8,3x2000m,107.7,402.2,2020-12-12
0.0,M,Z,z9,3x2000m,105.4,404.3,2020-12-12
0.0,M,Z,z9,3x2000m,106.1,404.3,2020-12-12
0.0,M,Z,z9,3x2000m,108.9,404.3,2020-12-12
0.0,M,Z,z10,3x2000m,106.8,408.0,2020-12-12
0.0,M,Z,z10,3x2000m,108.6,408.0,2020-12-12
0.0,M,Z,z10,3x2000m,109.0,408.0,2020-12-12
0.0,M,Z,z11,3x2000m,105.6,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,107.3,401.6,2020-12-12
0.0,M,Z,z11,3x2000m,108.2,401.6,2020-12-12
0.0,M,Z,z3,minuutjes,95.4,400.0,2020-12-12
0.0,M,Z,z3,minuutjes,96.6,400.0,2020-12-12
0.0,M,Z,z3,minuutjes,97.3,400.0,2020-12-12
0.0,M,Z,z5,minuutjes,92.7,381.0,2020-12-12
0.0,M,Z,z5,minuutjes,92.9,381.0,2020-12-12
0.0,M,Z,z5,minuutjes,94.1,381.0,2020-12-12
0.0,M,Z,z6,minuutjes,96.4,396.4,2020-12-12
0.0,M,Z,z6,minuutjes,97.7,396.4,2020-12-12
0.0,M,Z,z6,minuutjes,104.2,396.4,2020-12-12
0.0,M,Z,z9,minuutjes,98.1,404.3,2020-12-12
0.0,M,Z,z9,minuutjes,100.2,404.3,2020-12-12
0.0,M,Z,z9,minuutjes,107.0,404.3,2020-12-12
0.0,M,Z,z10,minuutjes,98.6,408.0,2020-12-12
0.0,M,Z,z10,minuutjes,100.1,408.0,2020-12-12
0.0,M,Z,z11,minuutjes,98.3,401.6,2020-12-12
0.0,M,Z,z11,minuutjes,102.1,401.6,2020-12-12
0.0,M,Z,z11,minuutjes,100.9,401.6,2020-12-12
0.0,M,Z,z3,2x2000m,101.5,400.0,2020-12-12
0.0,M,Z,z3,2x2000m,103.0,400.0,2020-12-12
0.0,M,Z,z5,2x2000m,97.7,381.0,2020-12-12
0.0,M,Z,z5,2x2000m,99.1,381.0,2020-12-12
0.0,M,Z,z6,2x2000m,101.8,396.4,2020-12-12
0.0,M,Z,z6,2x2000m,102.7,396.4,2020-12-12
0.0,M,Z,z9,2x2000m,103.4,404.3,2020-12-12
0.0,M,Z,z9,2x2000m,106.3,404.3,2020-12-12
0.0,M,Z,z10,2x2000m,105.2,408.0,2020-12-12
0.0,M,Z,z10,2x2000m,108.1,408.0,2020-12-12
0.0,M,Z,z11,2x2000m,104.0,401.6,2020-12-12
0.0,M,Z,z11,2x2000m,106.4,401.6,2020-12-12
0.0,M,Z,z3,6x500m,96.7,400.0,2020-12-12
0.0,M,Z,z5,6x500m,94.5,381.0,2020-12-12
0.0,M,Z,z6,6x500m,97.7,396.4,2020-12-12
0.0,M,Z,z8,6x500m,100.4,402.2,2020-12-12
0.0,M,Z,z9,6x500m,98.7,404.3,2020-12-12
0.0,M,Z,z10,6x500m,100.0,408.0,2020-12-12
0.0,M,Z,z11,6x500m,99.3,401.6,2020-12-12
0.0,M,Z,z3,3x1000m,98.6,400.0,2020-12-12
0.0,M,Z,z5,3x1000m,95.1,381.0,2020-12-12
0.0,M,Z,z6,3x1000m,100.4,396.4,2020-12-12
0.0,M,Z,z8,3x1000m,100.9,402.2,2020-12-12
0.0,M,Z,z9,3x1000m,101.5,404.3,2020-12-12
0.0,M,Z,z10,3x1000m,103.9,408.0,2020-12-12
0.0,M,Z,z11,3x1000m,103.1,401.6,2020-12-12
0.0,M,Z,z5,8x5'/3'r,104.5,381.0,2020-12-12
0.0,M,Z,z8,8x5'/3'r,108.9,402.2,2020-12-12
0.0,M,Z,z9,8x5'/3'r,109.0,404.3,2020-12-12
0.0,M,Z,z11,8x5'/3'r,109.8,401.6,2020-12-12
0.0,M,Z,z3,8x5'/3'r,109.3,400.0,2020-12-12
0.0,M,Z,z4,8x5'/3'r,105.4,396.2,2020-12-12
0.0,M,Z,z5,8x5'/3'r,103.8,381.0,2020-12-12
0.0,M,Z,z6,8x5'/3'r,106.5,396.4,2020-12-12
0.0,M,Z,z9,8x5'/3'r,109.3,404.3,2020-12-12
0.0,M,Z,z10,8x5'/3'r,109.9,408.0,2020-12-12
0.0,M,Z,z4,3x4000m/4'r,106.8,396.2,2020-12-12
0.0,M,Z,z5,3x4000m/4'r,104.7,381.0,2020-12-12
