ervaring,trainingtype,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0,4x8',110.8,407.2,1111,0,1
0,4x750m,97.5,399.6,10100,0,1
0,4x8',109.9,409.9,1111,0,1
0,3x2000m,107.9,401.6,11,0,1
0,8x500m,99.7,402.6,11010,0,1
0,3x10',115.4,406.7,10000,0,1
0,4x8',110.7,409.9,1111,0,1
0,3x1000m,104.0,416.7,110,0,1
0,8x3',105.2,412.3,10011,0,1
0,3x10',114.4,406.6,10000,0,1
0,3x10',107.4,390.0,10000,0,1
0,3x1000m,104.8,414.6,110,0,1
0,1',98.8,419.4,1001,0,1
0,3x2000m,112.2,412.3,11,0,1
0,3x10',111.1,420.9,10000,0,1
0,4x8',107.6,401.2,1111,0,1
0,4x8',107.6,409.9,1111,0,1
0,3x10',113.7,409.4,10000,0,1
0,1',104.0,420.9,1001,0,1
0,3x2000m,104.1,421.0,11,0,1
0,4x5',105.8,402.6,10111,0,1
0,2x2000m,105.2,406.6,1100,0,1
0,3x10',114.0,411.4,10000,0,1
0,3x10',113.6,420.9,10000,0,1
0,1000m+500m,102.6,411.8,10110,0,1
0,1',96.0,393.0,1001,0,1
0,3x10',116.8,414.3,10000,0,1
0,1',98.0,398.6,1001,0,1
0,8x3',103.0,401.2,10011,0,1
0,4x750m,96.4,399.6,10100,0,1
0,3x2000m,101.1,396.2,11,0,1
0,3x10',108.5,400.2,10000,0,1
0,3x10',109.1,398.6,10000,0,1
0,3x10',110.7,407.0,10000,0,1
0,6x500m,104.6,407.6,111,0,1
0,2x2000m,106.4,404.5,1100,0,1
0,3x1000m,103.9,414.6,110,0,1
0,8x500m,96.4,416.7,11010,0,1
0,3x2000m,102.1,390.7,11,0,1
0,3x10',109.7,393.0,10000,0,1
0,3x10',112.2,400.2,10000,0,1
0,3x10',112.8,397.2,10000,0,1
0,1',103.9,414.6,1001,0,1
0,2x10',117.6,423.2,101100,0,1
0,6x500m,98.3,402.7,111,0,1
0,1',96.9,411.4,1001,0,1
0,3x2000m,118.2,421.0,11,0,1
0,3x2000m,105.7,391.2,11,0,1
0,3x2000m,107.2,404.5,11,0,1
0,3x2000m,109.5,421.0,11,0,1
0,4x8',107.7,410.6,1111,0,1
0,8x3',106.3,412.3,10011,0,1
0,2x2000m+500m,94.4,390.0,10101,0,1
0,3x10',108.3,387.9,10000,0,1
0,2x2000m,102.6,406.6,1100,0,1
0,8x3',105.6,410.6,10011,0,1
0,4x8',112.8,399.6,1111,0,1
0,3x10',117.6,423.2,10000,0,1
0,8x3',105.5,407.2,10011,0,1
0,1500m+500m,100.6,407.0,10010,0,1
0,2x10',115.7,406.7,101100,0,1
0,8x3',104.8,409.9,10011,0,1
0,6x500m,99.3,401.6,111,0,1
0,4x750m,96.6,401.2,10100,0,1
0,1',100.1,404.3,1001,0,1
0,1',104.3,407.0,1001,0,1
0,8x3',103.9,399.6,10011,0,1
0,3x2000m,109.6,408.0,11,0,1
0,3x10',116.9,419.4,10000,0,1
0,2x2000m,106.5,406.6,1100,0,1
0,4x8',108.9,399.6,1111,0,1
0,4x5',107.7,414.6,10111,0,1
0,3x2000m,116.2,421.0,11,0,1
0,1',100.8,411.4,1001,0,1
0,3x2000m,118.2,414.3,11,0,1
0,3x2000m,110.4,413.2,11,0,1
0,3x2000m,109.2,401.2,11,0,1
0,8x3',101.1,399.6,10011,0,1
0,1000m+500m,98.9,406.8,10110,0,1
0,2x2000m,101.5,400.0,1100,0,1
0,1',96.8,406.6,1001,0,1
0,8x3',107.5,421.0,10011,0,1
0,1',107.0,404.3,1001,0,1
0,1000m+500m,100.4,414.3,10110,0,1
0,3x10',113.5,400.2,10000,0,1
0,3x2000m,97.4,374.2,11,0,1
0,3x2000m,104.2,389.1,11,0,1
0,3x10',106.1,387.9,10000,0,1
0,3x10',110.6,398.6,10000,0,1
0,8x3',107.3,421.0,10011,0,1
0,2x2000m,109.0,414.6,1100,0,1
0,8x500m,105.7,415.2,11010,0,1
0,1500m+500m,90.6,412.3,10010,0,1
0,8x5',109.9,408.0,1101,0,1
0,3x12',111.6,402.6,11000,0,1
0,4x8',112.2,412.3,1111,0,1
0,1',104.1,414.6,1001,0,1
0,3x4000m,104.7,381.0,1110,0,1
0,2x2000m,106.2,419.4,1100,0,1
0,2x2000m,104.4,414.6,1100,0,1
0,6x500m,98.3,402.7,111,0,1
0,3x2000m,116.0,399.6,11,0,1
0,4x5',109.3,416.7,10111,0,1
0,4x8',116.1,399.6,1111,0,1
0,1',103.1,407.0,1001,0,1
0,3x2000m,103.6,400.0,11,0,1
0,30',111.3,409.9,1011,0,1
0,3x10',110.6,397.2,10000,0,1
0,3x2000m,108.5,407.0,11,0,1
0,8x500m,98.9,402.6,11010,0,1
0,8x5',103.8,381.0,1101,0,1
0,2x2000m+500m,105.0,402.7,10101,0,1
0,4x8',110.3,410.6,1111,0,1
0,3x2000m,105.1,401.4,11,0,1
0,2x2000m+500m,109.8,407.6,10101,0,1
0,2x2000m,107.7,423.2,1100,0,1
0,6x500m,97.8,391.2,111,0,1
0,4x8',114.1,407.2,1111,0,1
0,8x500m,104.5,423.4,11010,0,1
0,2x2000m,100.9,393.0,1100,0,1
0,6x500m,97.2,402.7,111,0,1
0,4x8',111.2,412.3,1111,0,1
0,3x10',122.6,414.6,10000,0,1
0,4x8',106.2,401.2,1111,0,1
0,3x10',111.5,400.2,10000,0,1
0,3x10',117.5,423.2,10000,0,1
0,1',98.5,398.6,1001,0,1
0,6x500m,100.0,408.0,111,0,1
0,2x2000m+500m,108.5,402.7,10101,0,1
0,1',98.6,397.2,1001,0,1
0,3x10',114.5,411.8,10000,0,1
0,1',97.6,401.6,1001,0,1
0,3x2000m,111.5,412.3,11,0,1
0,3x2000m,101.9,390.0,11,0,1
0,4x8',107.6,401.2,1111,0,1
0,2x2000m,108.1,423.2,1100,0,1
0,3x10',110.5,407.6,10000,0,1
0,1',102.4,414.6,1001,0,1
0,8x3',105.9,409.9,10011,0,1
0,1',92.9,381.0,1001,0,1
0,2x2000m+500m,94.6,391.2,10101,0,1
0,30',114.7,407.2,1011,0,1
0,3x2000m,109.6,407.6,11,0,1
0,30',117.0,412.3,1011,0,1
0,3x10',110.8,407.0,10000,0,1
0,3x10',111.7,409.4,10000,0,1
0,1',98.5,419.4,1001,0,1
0,2x10',117.6,423.2,101100,0,1
0,3x2000m,108.9,398.7,11,0,1
0,2x2000m+500m,107.0,406.8,10101,0,1
0,3x2000m,115.2,421.0,11,0,1
0,1000m+500m,101.7,411.8,10110,0,1
0,3x2000m,105.3,401.4,11,0,1
0,1',98.1,404.3,1001,0,1
0,1',100.9,411.8,1001,0,1
0,1',103.7,420.9,1001,0,1
0,1',102.7,419.4,1001,0,1
0,2x2000m,102.3,393.0,1100,0,1
0,8x3',108.0,410.6,10011,0,1
0,4x5',106.8,402.6,10111,0,1
0,3x1000m,101.3,402.6,110,0,1
0,3x10',123.0,411.8,10000,0,1
0,3x2000m,108.9,404.3,11,0,1
0,3x10',109.4,398.6,10000,0,1
0,3x10',110.6,393.0,10000,0,1
0,8x500m,92.8,402.6,11010,0,1
0,4x750m,97.4,399.6,10100,0,1
0,8x3',107.6,410.6,10011,0,1
0,3x10',108.4,398.6,10000,0,1
0,3x1000m,103.1,401.6,110,0,1
0,8x3',103.7,401.2,10011,0,1
0,8x3',101.0,401.2,10011,0,1
0,3x10',112.2,406.8,10000,0,1
0,3x10',110.1,393.0,10000,0,1
0,8x3',108.4,421.0,10011,0,1
0,1',98.0,400.2,1001,0,1
0,3x2000m,113.1,404.5,11,0,1
0,3x2000m,111.0,407.2,11,0,1
0,3x10',116.2,406.7,10000,0,1
0,3x2000m,107.0,399.6,11,0,1
0,6x500m,95.0,407.2,111,0,1
0,8x3',104.6,409.9,10011,0,1
0,1',99.3,407.8,1001,0,1
0,3x10',111.4,393.0,10000,0,1
0,3x10',112.1,409.4,10000,0,1
0,6x500m,106.2,407.0,111,0,1
0,4x5',106.8,408.4,10111,0,1
0,4x8',109.2,401.2,1111,0,1
0,3x2000m,110.6,406.8,11,0,1
0,3x1000m,95.1,381.0,110,0,1
0,2x2000m+500m,101.0,407.6,10101,0,1
0,6x500m,105.1,411.8,111,0,1
0,8x500m,95.0,423.4,11010,0,1
0,30',113.0,409.9,1011,0,1
0,1',93.3,393.0,1001,0,1
0,8x3',104.02,399.6,10011,0,1
0,8x500m,98.5,415.2,11010,0,1
0,1',99.4,411.4,1001,0,1
0,8x500m,104.1,423.4,11010,0,1
0,3x10',114.2,411.8,10000,0,1
0,3x10',110.1,390.0,10000,0,1
0,3x2000m,112.4,404.5,11,0,1
0,2x10',113.2,411.8,101100,0,1
0,8x3',106.2,421.0,10011,0,1
0,3x2000m,107.5,398.2,11,0,1
0,3x20',126.0,400.9,10,0,1
0,3x2000m,105.1,404.5,11,0,1
0,3x10',138.8,502.5,10000,1,0
0,2x2000m,125.8,484.1,1100,1,0
0,3x10',139.8,502.5,10000,1,0
0,3x10',133.8,510.1,10000,1,0
0,1',120.1,510.1,1001,1,0
0,3x10',139.1,502.5,10000,1,0
0,3x10',152.3,502.5,10000,1,0
0,1',120.7,484.1,1001,1,0
0,1',115.9,484.1,1001,1,0
0,2x2000m,130.6,502.5,1100,1,0
0,3x10',131.5,484.1,10000,1,0
0,3x10',128.2,484.1,10000,1,0
0,1',120.7,502.5,1001,1,0
0,2x2000m,125.3,484.1,1100,1,0
0,3x10',144.5,502.5,10000,1,0
0,3x10',135.7,510.1,10000,1,0
0,3x10',133.5,510.1,10000,1,0
0,1',124.6,510.1,1001,1,0
0,2x2000m,131.5,502.5,1100,1,0
0,2x10',134.8,484.1,101100,1,0
0,3x10',133.8,484.1,10000,1,0
0,3x10',134.1,510.1,10000,1,0
0,2x2000m,131.5,510.1,1100,1,0
0,3x10',130.1,484.1,10000,1,0
0,1',118.2,484.1,1001,1,0
0,1',119.6,502.5,1001,1,0
0,3x10',138.1,502.5,10000,1,0
0,1',125.2,502.5,1001,1,0
0,1',117.2,484.1,1001,1,0
0,1',118.4,510.1,1001,1,0
0,1',121.0,502.5,1001,1,0
0,3x10',148.0,502.5,10000,1,0
0,1',118.5,502.5,1001,1,0
0,2x2000m,125.8,484.1,1100,1,0
0,1x1500m,120.4,484.1,101101,1,0
0,1',119.5,510.1,1001,1,0
0,1',122.4,510.1,1001,1,0
0,1',113.2,484.1,1001,1,0
0,2x2000m,130.4,502.5,1100,1,0
0,1',119.8,502.5,1001,1,0
0,2x10',138.1,510.1,101100,1,0
0,3x10',131.8,510.1,10000,1,0
0,1',116.5,484.1,1001,1,0
0,1',122.1,502.5,1001,1,0
0,2x10',165.7,502.5,101100,1,0
0,1',120.4,484.1,1001,1,0
0,1',117.4,502.5,1001,1,0
0,2x10',138.8,510.1,101100,1,0
0,3x10',137.4,510.1,10000,1,0
0,2x2000m,128.5,510.1,1100,1,0
0,2x2000m,132.6,502.5,1100,1,0
0,2x2000m,127.7,510.1,1100,1,0
0,1',124.6,510.1,1001,1,0
0,1',119.0,510.1,1001,1,0
0,3x10',134.5,510.1,10000,1,0
0,3x10',152.9,502.5,10000,1,0
0,3x10',128.7,484.1,10000,1,0
0,1',116.8,510.1,1001,1,0
0,1',121.4,510.1,1001,1,0
0,1',118.0,484.1,1001,1,0
0,1',117.4,484.1,1001,1,0
0,1',118.4,484.1,1001,1,0
0,1',113.5,484.1,1001,1,0
0,1',114.0,484.1,1001,1,0
0,3x10',136.4,510.1,10000,1,0
0,1',117.5,484.1,1001,1,0
0,1',122.2,510.1,1001,1,0
0,3x10',133.2,484.1,10000,1,0
0,1',113.9,484.1,1001,1,0
0,3x10',131.5,484.1,10000,1,0
0,3x10',132.9,484.1,10000,1,0
0,3x10',138.4,502.5,10000,1,0
0,3x10',135.4,510.1,10000,1,0
0,1',124.6,484.1,1001,1,0
0,3x10',153.4,502.5,10000,1,0
0,2x2000m,128.0,510.1,1100,1,0
0,3x13',125.0,462.4,101001,1,1
0,1500m+750m,112.5,442.8,100110,1,1
0,6x750m,114.5,447.2,100101,1,1
0,8x3',117.9,460.0,10011,1,1
0,4x500m,111.4,464.6,100000,1,1
0,3x10',123.6,458.8,10000,1,1
0,3x10',125.1,458.8,10000,1,1
0,3x10',138.8,469.1,10000,1,1
0,3x2000m,123.3,458.4,11,1,1
0,3x10',130.1,469.1,10000,1,1
0,1',113.5,471.7,1001,1,1
0,3x10',126.6,480.8,10000,1,1
0,2000m,120.2,480.8,1010,1,1
0,4x500m,114.3,460.0,100000,1,1
0,6x6',120.4,469.0,101000,1,1
0,3x11',127.3,468.5,100111,1,1
0,6x750m,113.8,452.0,100101,1,1
0,6x6',133.8,468.5,101000,1,1
0,3x2000m,126.0,454.1,11,1,1
0,3x12',125.3,486.0,11000,1,1
0,4x5',120.6,467.2,10111,1,1
0,8x3',118.7,449.6,10011,1,1
0,3x13',122.1,469.0,101001,1,1
0,3x8',129.3,472.0,11111,1,1
0,1500m,112.6,451.7,1000,1,1
0,1',117.6,471.7,1001,1,1
0,3x15',131.7,460.0,1,1,1
0,3x11',124.7,462.0,100111,1,1
0,3x2000m,126.4,468.5,11,1,1
0,1',109.9,462.4,1001,1,1
0,2000m,117.4,466.7,1010,1,1
0,3x1000m,120.9,479.2,110,1,1
0,5x8',120.6,462.0,101010,1,1
0,3x2000m,125.5,458.4,11,1,1
0,3x10',138.0,467.2,10000,1,1
0,1',111.7,469.8,1001,1,1
0,3x13',121.9,454.1,101001,1,1
0,2000m,119.4,477.6,1010,1,1
0,3x10',126.3,458.8,10000,1,1
0,3x2000m,123.9,450.2,11,1,1
0,3x10',129.3,469.1,10000,1,1
0,3x10',121.6,462.0,10000,1,1
0,3x2000m,121.9,452.0,11,1,1
0,4x500m,112.4,447.2,100000,1,1
0,3x13',124.8,462.4,101001,1,1
0,4x500m,112.8,450.8,100000,1,1
0,6x750m,112.8,447.2,100101,1,1
0,3x10',122.5,464.8,10000,1,1
0,6x6',120.9,462.0,101000,1,1
0,7x3',117.4,458.8,100010,1,1
0,8x3',124.3,449.6,10011,1,1
0,3x2000m,119.2,449.5,11,1,1
0,4x500m,103.2,441.6,100000,1,1
0,3x2000m,134.6,472.8,11,1,1
0,4x5',119.3,455.7,10111,1,1
0,3x15',131.2,450.9,1,1,1
0,3x2000m,118.5,450.9,11,1,1
0,3x2000m,136.3,480.8,11,1,1
0,3x10',131.8,493.5,10000,1,1
0,3x2000m,119.5,449.5,11,1,1
0,3x10',139.5,467.2,10000,1,1
0,3x15',120.8,434.4,1,1,1
0,3x10',122.1,451.2,10000,1,1
0,2000m,122.3,489.2,1010,1,1
0,3x3000m,134.0,447.2,100001,1,1
0,8x3',118.8,469.0,10011,1,1
0,3x10',135.7,479.6,10000,1,1
0,3x10',126.3,467.2,10000,1,1
0,3x15',127.3,451.5,1,1,1
0,1',117.5,496.3,1001,1,1
0,1',113.2,469.1,1001,1,1
0,3x2000m,130.5,489.6,11,1,1
0,1',119.1,472.6,1001,1,1
0,1',113.9,479.6,1001,1,1
0,3x10',121.8,464.8,10000,1,1
0,3x10',135.1,489.6,10000,1,1
0,4x5',116.2,448.8,10111,1,1
0,8x3',113.4,441.6,10011,1,1
0,3x2000m,127.6,458.4,11,1,1
0,3x12',123.5,458.8,11000,1,1
0,6x750m,113.6,449.6,100101,1,1
0,3x12',123.3,447.2,11000,1,1
0,6x750m,112.0,447.2,100101,1,1
0,2x3000m,117.4,449.6,100100,1,1
0,3x3000m,122.6,449.6,100001,1,1
0,3x1000m,120.3,479.2,110,1,1
0,1',111.1,483.8,1001,1,1
0,3x10',133.8,480.2,10000,1,1
0,8x3',113.4,434.4,10011,1,1
0,4x5',121.2,467.2,10111,1,1
0,3x1000m,116.3,468.7,110,1,1
0,8x3',115.5,447.2,10011,1,1
0,3x12',127.5,469.2,11000,1,1
0,3x10',125.7,480.8,10000,1,1
0,1000m,112.0,469.6,10001,1,1
0,3x15',138.3,467.9,1,1,1
0,3x2000m,133.8,472.8,11,1,1
0,1',110.1,472.6,1001,1,1
0,1',109.4,469.8,1001,1,1
0,3x10',117.3,449.5,10000,1,1
0,3x10',131.2,479.2,10000,1,1
0,1',107.1,449.5,1001,1,1
0,3x2000m,136.0,472.8,11,1,1
0,1',116.7,480.2,1001,1,1
0,2x2000m,122.3,469.8,1100,1,1
0,3x11',120.1,449.5,100111,1,1
0,2x2000m,114.4,449.6,1100,1,1
0,3x10',128.4,470.4,10000,1,1
0,5x8',120.0,469.0,101010,1,1
0,3x2000m,132.3,467.9,11,1,1
0,3x1000m,114.6,465.6,110,1,1
0,1',110.7,462.2,1001,1,1
0,1',108.3,469.0,1001,1,1
0,3x3000m,124.5,458.8,100001,1,1
0,3x12',121.2,455.2,11000,1,1
0,3x1000m,113.6,463.3,110,1,1
0,3x12',125.3,469.0,11000,1,1
0,8x3',112.3,462.2,10011,1,1
0,2000m,110.7,442.8,1010,1,1
0,1',106.2,449.5,1001,1,1
0,3x2000m,122.4,468.5,11,1,1
0,3x8',118.6,442.8,11111,1,1
0,3x10',117.4,462.4,10000,1,1
0,3x12',125.9,455.2,11000,1,1
0,8x3',119.2,458.8,10011,1,1
0,3x2000m,118.4,454.8,11,1,1
0,3x3000m,117.5,441.6,100001,1,1
0,2x19',129.8,460.0,100011,1,1
0,2x2000m,125.0,480.2,1100,1,1
0,4x500m,112.6,447.2,100000,1,1
0,3x10',135.4,479.6,10000,1,1
0,3x2000m,122.4,452.0,11,1,1
0,8x3',114.3,449.6,10011,1,1
0,1',117.5,493.5,1001,1,1
0,3x1000m,114.1,451.7,110,1,1
0,3x10',133.5,471.7,10000,1,1
0,8x3',116.9,458.4,10011,1,1
0,3x15',138.5,468.7,1,1,1
0,3x10',132.9,493.5,10000,1,1
0,3x10',140.2,483.8,10000,1,1
0,3x2000m,130.0,472.8,11,1,1
0,4x500m,114.2,486.0,100000,1,1
0,2x10',148.9,479.6,101100,1,1
0,8x3',111.2,441.6,10011,1,1
0,8x3',121.6,468.5,10011,1,1
0,3x15',128.2,455.7,1,1,1
0,2000m,108.6,434.4,1010,1,1
0,4x5',119.4,460.5,10111,1,1
0,3x10',125.0,468.5,10000,1,1
0,2x2000m,122.8,469.1,1100,1,1
0,8x3',112.3,441.6,10011,1,1
0,4x5',116.2,467.2,10111,1,1
0,1',119.6,480.2,1001,1,1
0,3x10',128.0,471.7,10000,1,1
0,5x8',119.7,449.5,101010,1,1
0,6x750m,107.9,441.6,100101,1,1
0,2x2000m,121.3,496.3,1100,1,1
0,3x11',123.2,458.4,100111,1,1
0,3x2000m,123.6,451.7,11,1,1
0,3x15',139.2,465.6,1,1,1
0,3x13',131.2,468.5,101001,1,1
0,1500m+750m,118.0,472.8,100110,1,1
0,3x10',127.1,476.0,10000,1,1
0,1',111.7,496.3,1001,1,1
0,3x10',127.8,479.2,10000,1,1
0,3x10',137.7,463.3,10000,1,1
0,2x10',129.9,496.3,101100,1,1
0,3x3000m,126.7,460.0,100001,1,1
0,2x19',127.7,452.0,100011,1,1
0,3x2000m,132.2,479.2,11,1,1
0,3x2000m,117.0,449.5,11,1,1
0,8x3',109.8,439.6,10011,1,1
0,5x8',120.0,469.0,101010,1,1
0,3x12',127.1,462.2,11000,1,1
0,4x5',116.8,451.2,10111,1,1
0,3x10',129.8,475.2,10000,1,1
0,3x12',119.5,462.4,11000,1,1
0,8x3',111.5,441.6,10011,1,1
0,3x15',120.7,439.6,1,1,1
0,3x12',122.7,449.5,11000,1,1
0,6x6',124.2,449.5,101000,1,1
0,5x8',119.8,458.4,101010,1,1
0,3x12',123.5,447.2,11000,1,1
0,3x10',122.9,468.5,10000,1,1
0,2x2000m,127.2,493.5,1100,1,1
0,3x15',130.5,465.6,1,1,1
0,3x2000m,133.5,472.3,11,1,1
0,3x2000m,126.3,468.6,11,1,1
0,3x12',124.9,472.0,11000,1,1
0,6x6',123.8,449.5,101000,1,1
0,1',113.2,469.8,1001,1,1
0,3x1000m,112.8,451.7,110,1,1
0,1',114.6,493.5,1001,1,1
0,1',117.8,483.8,1001,1,1
0,1',117.1,483.8,1001,1,1
0,3x10',124.0,477.6,10000,1,1
0,1x1500m,115.4,472.6,101101,1,1
0,3x2000m,123.6,469.0,11,1,1
0,6x750m,114.8,452.0,100101,1,1
0,2x2000m,122.8,451.7,1100,1,1
0,4x500m,113.1,464.6,100000,1,1
0,8x3',109.3,439.6,10011,1,1
0,6x6',119.9,462.2,101000,1,1
0,8x3',114.9,452.0,10011,1,1
0,3x10',123.7,458.8,10000,1,1
0,3x10',149.4,479.6,10000,1,1
0,3x15',130.6,455.9,1,1,1
0,3x10',135.3,475.2,10000,1,1
0,3x2000m,124.2,454.1,11,1,1
0,1',115.5,480.2,1001,1,1
0,6x750m,109.3,441.6,100101,1,1
0,3x2000m,126.2,468.6,11,1,1
0,3x15',125.7,452.0,1,1,1
0,4x500m,112.8,449.6,100000,1,1
0,2x10',137.0,493.5,101100,1,1
0,3x10',121.7,462.4,10000,1,1
0,3x3000m,118.0,439.6,100001,1,1
0,5x8',126.3,468.5,101010,1,1
0,3x2000m,126.1,468.5,11,1,1
0,3x2000m,127.5,462.0,11,1,1
0,8x3',113.7,449.6,10011,1,1
0,3x12',124.0,462.4,11000,1,1
0,3x10',130.9,496.3,10000,1,1
0,3x10',121.3,448.8,10000,1,1
0,3x2000m,126.6,476.0,11,1,1
0,3x11',122.2,462.4,100111,1,1
0,1',112.9,469.8,1001,1,1
0,4x5',118.2,463.3,10111,1,1
0,2x2000m,125.0,496.3,1100,1,1
0,3x1000m,116.9,460.5,110,1,1
0,3x3000m,127.2,460.0,100001,1,1
0,3x8',126.2,473.2,11111,1,1
0,3x12',120.1,462.4,11000,1,1
0,3x15',125.0,447.2,1,1,1
0,4x500m,107.8,472.0,100000,1,1
0,3x2000m,121.9,470.4,11,1,1
0,3x12',124.9,454.1,11000,1,1
0,2x2000m,118.1,455.7,1100,1,1
0,8x3',113.7,439.6,10011,1,1
0,3x10',126.5,472.6,10000,1,1
0,1',110.5,496.3,1001,1,1
0,4x500m,108.2,439.6,100000,1,1
0,1',115.0,496.3,1001,1,1
0,1',108.7,469.1,1001,1,1
0,3x1000m,116.1,464.8,110,1,1
0,3x10',126.7,476.3,10000,1,1
0,6x6',120.4,462.4,101000,1,1
0,3x12',116.2,434.4,11000,1,1
0,3x2000m,127.0,476.0,11,1,1
0,3x12',122.6,454.1,11000,1,1
0,3x10',125.1,462.2,10000,1,1
0,8x3',114.6,441.6,10011,1,1
0,3x10',132.6,493.5,10000,1,1
0,3x10',117.0,451.7,10000,1,1
0,3x10',129.8,469.1,10000,1,1
0,3x15',125.8,449.6,1,1,1
0,4x500m,110.7,460.0,100000,1,1
0,8x3',113.9,452.0,10011,1,1
0,3x10',128.5,472.0,10000,1,1
0,3x12',122.9,469.0,11000,1,1
0,3x10',122.2,468.5,10000,1,1
0,3x11',128.7,468.5,100111,1,1
0,3x15',131.1,450.2,1,1,1
0,3x10',128.7,471.7,10000,1,1
0,2x2000m,124.6,480.2,1100,1,1
0,3x10',121.9,469.6,10000,1,1
0,2x19',124.3,434.4,100011,1,1
0,6x750m,112.4,452.0,100101,1,1
0,3x3000m,124.0,452.0,100001,1,1
0,8x3',114.5,458.4,10011,1,1
0,4x5',121.6,470.4,10111,1,1
0,3x8',127.5,491.2,11111,1,1
0,3x12',126.5,462.2,11000,1,1
0,2x10',129.3,476.3,101100,1,1
0,3x12',122.5,458.4,11000,1,1
0,1',114.9,493.5,1001,1,1
0,5x8',125.8,468.5,101010,1,1
0,1',109.3,469.1,1001,1,1
0,3x10',122.9,467.2,10000,1,1
0,5x8',119.5,462.4,101010,1,1
0,4x500m,109.0,447.2,100000,1,1
0,2x3000m,117.8,452.0,100100,1,1
0,3x1000m,114.2,468.7,110,1,1
0,2000m,117.6,470.4,1010,1,1
0,3x10',134.8,471.7,10000,1,1
0,3x12',128.0,464.6,11000,1,1
0,1',112.9,462.4,1001,1,1
0,3x3000m,117.9,441.6,100001,1,1
0,2000m,109.9,439.6,1010,1,1
0,3x1000m,114.2,465.6,110,1,1
0,8x3',112.6,447.2,10011,1,1
0,3x2000m,136.3,489.6,11,1,1
0,3x1000m,110.9,458.0,110,1,1
0,3x10',115.9,442.8,10000,1,1
0,3x3000m,118.7,434.4,100001,1,1
0,3x10',135.4,472.6,10000,1,1
0,3x8',125.8,472.0,11111,1,1
0,3x2000m,118.7,447.8,11,1,1
0,1',118.7,493.5,1001,1,1
0,3x2000m,126.9,462.2,11,1,1
0,3x10',126.3,476.0,10000,1,1
0,3x15',132.0,460.0,1,1,1
0,3x15',124.3,451.5,1,1,1
0,3x2000m,117.3,447.8,11,1,1
0,2x2000m,121.5,476.3,1100,1,1
0,3x10',128.1,472.8,10000,1,1
0,8x3',110.7,434.4,10011,1,1
0,1',117.7,476.3,1001,1,1
0,3x10',121.9,465.6,10000,1,1
0,3x11',120.6,469.0,100111,1,1
0,4x500m,107.3,466.7,100000,1,1
0,3x10',128.2,473.2,10000,1,1
0,8x3',116.8,460.0,10011,1,1
0,2000m,121.5,486.0,1010,1,1
0,3x10',133.2,479.6,10000,1,1
0,3x10',121.8,469.0,10000,1,1
0,2x3000m,118.3,449.6,100100,1,1
0,3x10',118.3,462.2,10000,1,1
0,3x2000m,126.4,462.4,11,1,1
0,3x10',120.4,462.2,10000,1,1
0,8x3',113.0,434.4,10011,1,1
0,1',111.9,483.8,1001,1,1
0,1',116.3,476.3,1001,1,1
0,3x2000m,132.4,479.2,11,1,1
0,3x12',119.4,441.6,11000,1,1
0,2x2000m,118.8,476.3,1100,1,1
0,3x2000m,119.9,458.8,11,1,1
0,3x12',122.8,458.4,11000,1,1
0,8x3',111.5,441.6,10011,1,1
0,3x10',126.9,464.8,10000,1,1
0,8x3',109.5,458.4,10011,1,1
0,3x10',124.8,472.0,10000,1,1
0,3x2000m,122.7,462.0,11,1,1
0,1500m,114.7,455.7,1000,1,1
0,3x15',122.0,434.4,1,1,1
0,1',110.4,469.1,1001,1,1
0,3x15',134.4,455.7,1,1,1
0,3x2000m,125.7,462.2,11,1,1
0,8x3',119.8,458.8,10011,1,1
0,3x3000m,119.5,447.2,100001,1,1
0,2x3000m,122.3,458.8,100100,1,1
0,3x10',118.5,458.4,10000,1,1
0,4x5',123.7,451.7,10111,1,1
0,3x2000m,135.5,479.2,11,1,1
0,3x10',133.5,493.5,10000,1,1
0,6x6',121.3,458.4,101000,1,1
0,3x8',121.5,442.8,11111,1,1
0,3x10',124.1,472.6,10000,1,1
0,3x10',123.4,458.4,10000,1,1
0,2000m,112.7,450.8,1010,1,1
0,3x11',122.7,462.2,100111,1,1
0,3x13',122.3,462.2,101001,1,1
0,4x500m,109.6,452.0,100000,1,1
0,6x6',121.6,462.0,101000,1,1
0,8x3',114.9,458.4,10011,1,1
0,3x10',133.8,483.8,10000,1,1
0,3x10',132.1,496.3,10000,1,1
0,3x2000m,120.9,469.0,11,1,1
0,8x3',113.0,447.2,10011,1,1
0,3x10',123.9,469.6,10000,1,1
0,1',113.0,479.6,1001,1,1
0,2x3000m,120.6,458.8,100100,1,1
0,3x10',127.2,472.8,10000,1,1
0,3x10',122.5,464.8,10000,1,1
0,3x10',127.1,448.8,10000,1,1
0,3x10',140.6,471.7,10000,1,1
0,2000m,110.4,441.6,1010,1,1
0,3x10',116.9,469.0,10000,1,1
0,1500m+750m,122.4,469.6,100110,1,1
0,3x2000m,130.5,480.8,11,1,1
0,3x2000m,126.7,476.0,11,1,1
0,3x15',125.7,447.2,1,1,1
0,8x3',116.6,449.5,10011,1,1
0,3x15',128.0,458.0,1,1,1
0,3x2000m,131.4,487.7,11,1,1
0,8x3',112.5,441.6,10011,1,1
0,3x10',128.0,469.8,10000,1,1
