ervaring,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0.0,115.6,420.5,11,0,0
0.0,115.7,420.5,11,0,0
0.0,118.2,420.5,11,0,0
0.0,103.8,402.7,11,0,0
0.0,120.4,402.7,11,0,0
0.0,113.9,402.7,11,0,0
0.0,108.1,411.4,11,0,0
0.0,109.2,411.4,11,0,0
0.0,109.9,411.4,11,0,0
0.0,108.9,421.9,11,0,0
0.0,110.7,421.9,11,0,0
0.0,110.6,421.9,11,0,0
0.0,108.8,420.3,11,0,0
0.0,115.8,420.3,11,0,0
0.0,114.0,420.3,11,0,0
0.0,109.3,419.0,11,0,0
0.0,116.3,419.0,11,0,0
0.0,116.5,419.0,11,0,0
0.0,113.9,420.3,11,0,0
0.0,116.0,420.3,11,0,0
0.0,120.8,420.3,11,0,0
0.0,113.3,421.9,11,0,0
0.0,117.5,421.9,11,0,0
0.0,116.9,421.9,11,0,0
0.0,111.4,420.5,11,0,0
0.0,114.0,420.5,11,0,0
0.0,117.6,420.5,11,0,0
0.0,100.7,402.7,1010,0,0
0.0,104.5,411.4,1010,0,0
0.0,104.9,421.9,1010,0,0
0.0,107.3,420.3,1010,0,0
0.0,106.4,419.0,1010,0,0
0.0,107.3,420.3,1010,0,0
0.0,109.0,421.9,1010,0,0
0.0,107.2,420.5,1010,0,0
0.0,100.7,402.7,10010,0,0
0.0,95.0,402.7,10010,0,0
0.0,102.5,411.4,10010,0,0
0.0,98.8,411.4,10010,0,0
0.0,106.4,420.3,10010,0,0
0.0,102.1,420.3,10010,0,0
0.0,105.8,419.0,10010,0,0
0.0,96.5,419.0,10010,0,0
0.0,107.6,420.3,10010,0,0
0.0,102.4,420.3,10010,0,0
0.0,106.8,421.9,10010,0,0
0.0,101.3,421.9,10010,0,0
0.0,108.1,420.5,10010,0,0
0.0,102.5,420.5,10010,0,0
0.0,126.5,402.7,11101,0,0
0.0,127.9,411.4,11101,0,0
0.0,130.3,421.9,11101,0,0
0.0,131.8,420.3,11101,0,0
0.0,129.9,419.0,11101,0,0
0.0,135.6,421.9,11101,0,0
0.0,134.9,420.5,11101,0,0
0.0,112.2,449.0,10001,0,0
0.0,109.0,428.3,10001,0,0
0.0,114.7,405.5,11,0,0
0.0,113.8,405.5,11,0,0
0.0,115.0,405.5,11,0,0
0.0,131.4,427.7,11,0,0
0.0,129.6,427.7,11,0,0
0.0,125.3,427.7,11,0,0
0.0,120.4,428.3,11,0,0
0.0,123.6,428.3,11,0,0
0.0,116.9,427.7,11,0,0
0.0,116.1,427.7,11,0,0
0.0,117.3,427.7,11,0,0
0.0,117.8,415.6,11,0,0
0.0,116.6,415.6,11,0,0
0.0,117.7,415.6,11,0,0
0.0,118.8,427.7,11,0,0
0.0,119.7,427.7,11,0,0
0.0,122.9,427.7,11,0,0
0.0,117.0,428.3,11,0,0
0.0,121.4,428.3,11,0,0
0.0,122.6,428.3,11,0,0
0.0,119.8,428.3,11,0,0
0.0,120.9,428.3,11,0,0
0.0,111.7,415.6,11,0,0
0.0,114.0,415.6,11,0,0
0.0,113.8,415.6,11,0,0
0.0,114.2,420.5,11,0,0
0.0,115.1,420.5,11,0,0
0.0,115.0,420.5,11,0,0
0.0,126.3,449.0,11,0,0
0.0,127.6,449.0,11,0,0
0.0,127.9,449.0,11,0,0
0.0,118.9,427.7,11,0,0
0.0,120.7,427.7,11,0,0
0.0,121.3,427.7,11,0,0
0.0,115.7,428.3,11,0,0
0.0,117.4,428.3,11,0,0
0.0,119.2,428.3,11,0,0
0.0,118.9,428.3,11,0,0
0.0,118.8,428.3,11,0,0
0.0,117.9,428.3,11,0,0
0.0,110.3,415.6,11,0,0
0.0,111.9,415.6,11,0,0
0.0,111.5,415.6,11,0,0
0.0,124.9,449.0,11,0,0
0.0,125.1,449.0,11,0,0
0.0,125.1,449.0,11,0,0
0.0,108.9,405.5,11,0,0
0.0,108.2,405.5,11,0,0
0.0,105.7,405.5,11,0,0
0.0,115.1,427.7,11,0,0
0.0,114.6,427.7,11,0,0
0.0,116.3,427.7,11,0,0
0.0,113.9,428.3,11,0,0
0.0,117.2,428.3,11,0,0
0.0,116.5,428.3,11,0,0
0.0,117.2,428.3,11,0,0
0.0,120.4,428.3,11,0,0
0.0,117.8,428.3,11,0,0
0.0,113.9,415.6,1110,0,0
0.0,113.7,415.6,1110,0,0
0.0,113.4,415.6,1110,0,0
0.0,118.0,420.5,1110,0,0
0.0,118.0,420.5,1110,0,0
0.0,118.0,420.5,1110,0,0
0.0,120.0,449.0,1110,0,0
0.0,112.1,405.5,1110,0,0
0.0,111.6,405.5,1110,0,0
0.0,110.5,405.5,1110,0,0
0.0,123.6,427.7,1110,0,0
0.0,121.1,427.7,1110,0,0
0.0,119.1,427.7,1110,0,0
0.0,113.9,428.3,1110,0,0
0.0,123.8,428.3,1110,0,0
0.0,116.5,428.3,1110,0,0
0.0,118.0,428.3,1110,0,0
0.0,118.2,428.3,1110,0,0
0.0,118.7,428.3,1110,0,0
0.0,116.0,415.6,11110,0,0
0.0,116.8,415.6,11110,0,0
0.0,114.9,415.6,11110,0,0
0.0,117.2,420.5,11110,0,0
0.0,123.6,420.5,11110,0,0
0.0,119.0,420.5,11110,0,0
0.0,127.4,449.0,11110,0,0
0.0,127.9,449.0,11110,0,0
0.0,122.6,449.0,11110,0,0
0.0,115.6,405.5,11110,0,0
0.0,115.1,405.5,11110,0,0
0.0,112.8,405.5,11110,0,0
0.0,121.8,427.7,11110,0,0
0.0,121.7,427.7,11110,0,0
0.0,119.2,427.7,11110,0,0
0.0,120.1,428.3,11110,0,0
0.0,119.7,428.3,11110,0,0
0.0,117.4,428.3,11110,0,0
0.0,120.1,428.3,11110,0,0
0.0,121.9,428.3,11110,0,0
0.0,121.1,428.3,11110,0,0
0.0,115.0,415.6,11110,0,0
0.0,114.0,415.6,11110,0,0
0.0,115.1,415.6,11110,0,0
0.0,111.8,420.5,11110,0,0
0.0,116.8,420.5,11110,0,0
0.0,118.3,420.5,11110,0,0
0.0,126.3,449.0,11110,0,0
0.0,125.3,449.0,11110,0,0
0.0,125.1,449.0,11110,0,0
0.0,111.1,405.5,11110,0,0
0.0,110.0,405.5,11110,0,0
0.0,112.2,405.5,11110,0,0
0.0,118.1,427.7,11110,0,0
0.0,117.5,427.7,11110,0,0
0.0,118.3,427.7,11110,0,0
0.0,116.5,428.3,11110,0,0
0.0,123.2,428.3,11110,0,0
0.0,121.0,428.3,11110,0,0
0.0,113.5,415.6,11110,0,0
0.0,114.6,415.6,11110,0,0
0.0,113.8,415.6,11110,0,0
0.0,123.6,449.0,11110,0,0
0.0,123.2,449.0,11110,0,0
0.0,124.6,449.0,11110,0,0
0.0,110.6,405.5,11110,0,0
0.0,111.1,405.5,11110,0,0
0.0,110.8,405.5,11110,0,0
0.0,120.0,427.7,11110,0,0
0.0,119.2,427.7,11110,0,0
0.0,119.0,427.7,11110,0,0
0.0,114.6,428.3,11110,0,0
0.0,119.0,428.3,11110,0,0
0.0,119.3,428.3,11110,0,0
0.0,115.7,428.3,11110,0,0
0.0,116.7,428.3,11110,0,0
0.0,123.1,428.3,11110,0,0
0.0,111.9,415.6,11110,0,0
0.0,113.8,415.6,11110,0,0
0.0,114.0,415.6,11110,0,0
0.0,111.8,420.5,11110,0,0
0.0,117.8,420.5,11110,0,0
0.0,118.5,420.5,11110,0,0
0.0,121.7,449.0,11110,0,0
0.0,122.4,449.0,11110,0,0
0.0,121.7,449.0,11110,0,0
0.0,110.7,405.5,11110,0,0
0.0,110.3,405.5,11110,0,0
0.0,111.3,405.5,11110,0,0
0.0,119.0,427.7,11110,0,0
0.0,118.6,427.7,11110,0,0
0.0,117.2,427.7,11110,0,0
0.0,112.5,428.3,11110,0,0
0.0,126.1,428.3,11110,0,0
0.0,117.6,428.3,11110,0,0
0.0,113.6,428.3,11110,0,0
0.0,126.1,428.3,11110,0,0
0.0,118.8,428.3,11110,0,0
0.0,113.9,420.5,11111,0,0
0.0,122.2,420.5,11111,0,0
0.0,118.3,420.5,11111,0,0
0.0,111.1,405.5,11111,0,0
0.0,111.0,405.5,11111,0,0
0.0,111.9,405.5,11111,0,0
0.0,117.8,427.7,11111,0,0
0.0,117.6,427.7,11111,0,0
0.0,119.0,427.7,11111,0,0
0.0,112.4,428.3,11111,0,0
0.0,119.4,428.3,11111,0,0
0.0,118.2,428.3,11111,0,0
0.0,118.3,428.3,11111,0,0
0.0,118.3,428.3,11111,0,0
0.0,124.7,428.3,11111,0,0
0.0,116.8,415.6,11111,0,0
0.0,117.6,415.6,11111,0,0
0.0,119.2,415.6,11111,0,0
0.0,116.7,420.5,11111,0,0
0.0,118.9,420.5,11111,0,0
0.0,124.9,420.5,11111,0,0
0.0,122.1,449.0,11111,0,0
0.0,120.7,449.0,11111,0,0
0.0,122.6,449.0,11111,0,0
0.0,111.7,405.5,11111,0,0
0.0,110.7,405.5,11111,0,0
0.0,112.2,405.5,11111,0,0
0.0,117.9,427.7,11111,0,0
0.0,118.2,427.7,11111,0,0
0.0,118.6,427.7,11111,0,0
0.0,116.3,428.3,11111,0,0
0.0,116.0,428.3,11111,0,0
0.0,116.3,428.3,11111,0,0
0.0,118.9,428.3,11111,0,0
0.0,121.0,428.3,11111,0,0
0.0,117.9,428.3,11111,0,0
0.0,113.6,415.6,11111,0,0
0.0,114.7,415.6,11111,0,0
0.0,115.0,415.6,11111,0,0
0.0,116.3,420.5,11111,0,0
0.0,116.7,420.5,11111,0,0
0.0,117.9,420.5,11111,0,0
0.0,110.6,405.5,11111,0,0
0.0,110.6,405.5,11111,0,0
0.0,109.7,405.5,11111,0,0
0.0,117.9,427.7,11111,0,0
0.0,119.2,427.7,11111,0,0
0.0,119.0,427.7,11111,0,0
0.0,117.4,428.3,11111,0,0
0.0,116.7,428.3,11111,0,0
0.0,114.3,428.3,11111,0,0
0.0,118.3,428.3,11111,0,0
0.0,118.5,428.3,11111,0,0
0.0,116.3,428.3,11111,0,0
0.0,111.2,415.6,0,0,0
0.0,119.9,449.0,0,0,0
0.0,108.9,405.5,0,0,0
0.0,117.5,427.7,0,0,0
0.0,116.5,428.3,0,0,0
0.0,111.4,415.6,0,0,0
0.0,113.9,420.5,0,0,0
0.0,118.5,449.0,0,0,0
0.0,106.6,405.5,0,0,0
0.0,116.4,427.7,0,0,0
0.0,115.1,428.3,0,0,0
0.0,115.0,428.3,0,0,0
0.0,110.7,415.6,0,0,0
0.0,113.4,420.5,0,0,0
0.0,116.5,449.0,0,0,0
0.0,106.0,405.5,0,0,0
0.0,115.2,427.7,0,0,0
0.0,113.5,428.3,0,0,0
0.0,114.2,428.3,0,0,0
0.0,103.2,415.6,10110,0,0
0.0,102.1,415.6,10110,0,0
0.0,117.5,449.0,10110,0,0
0.0,110.1,449.0,10110,0,0
0.0,101.7,405.5,10110,0,0
0.0,97.4,405.5,10110,0,0
0.0,106.9,427.7,10110,0,0
0.0,105.8,427.7,10110,0,0
0.0,104.9,428.3,10110,0,0
0.0,105.3,428.3,10110,0,0
0.0,110.7,428.3,10110,0,0
0.0,102.1,428.3,10110,0,0
0.0,105.4,415.6,10010,0,0
0.0,102.5,415.6,10010,0,0
0.0,107.6,420.5,10010,0,0
0.0,104.7,420.5,10010,0,0
0.0,116.3,449.0,10010,0,0
0.0,112.8,449.0,10010,0,0
0.0,101.7,405.5,10010,0,0
0.0,99.3,405.5,10010,0,0
0.0,107.6,427.7,10010,0,0
0.0,105.8,427.7,10010,0,0
0.0,107.2,428.3,10010,0,0
0.0,101.3,428.3,10010,0,0
0.0,110.0,428.3,10010,0,0
0.0,105.8,428.3,10010,0,0
0.0,123.1,439.7,10000,0,0
0.0,123.5,439.7,10000,0,0
0.0,121.9,439.7,10000,0,0
0.0,117.7,429.2,10000,0,0
0.0,118.6,429.2,10000,0,0
0.0,119.4,429.2,10000,0,0
0.0,122.5,431.6,10000,0,0
0.0,122.4,431.6,10000,0,0
0.0,123.0,431.6,10000,0,0
0.0,115.7,420.8,10000,0,0
0.0,118.0,420.8,10000,0,0
0.0,120.3,420.8,10000,0,0
0.0,122.1,439.7,10000,0,0
0.0,119.8,439.7,10000,0,0
0.0,119.6,439.7,10000,0,0
0.0,129.0,432.4,10000,0,0
0.0,123.3,432.4,10000,0,0
0.0,119.2,432.4,10000,0,0
0.0,119.7,431.6,10000,0,0
0.0,118.8,431.6,10000,0,0
0.0,119.0,431.6,10000,0,0
0.0,118.7,439.7,10000,0,0
0.0,119.5,439.7,10000,0,0
0.0,119.9,439.7,10000,0,0
0.0,117.5,429.2,10000,0,0
0.0,118.0,429.2,10000,0,0
0.0,127.0,429.2,10000,0,0
0.0,119.3,432.4,10000,0,0
0.0,118.3,432.4,10000,0,0
0.0,120.7,432.4,10000,0,0
0.0,118.3,431.6,10000,0,0
0.0,118.8,431.6,10000,0,0
0.0,118.8,431.6,10000,0,0
0.0,118.9,420.8,10000,0,0
0.0,119.6,420.8,10000,0,0
0.0,121.8,420.8,10000,0,0
0.0,120.2,431.6,10000,0,0
0.0,119.3,431.6,10000,0,0
0.0,118.4,431.6,10000,0,0
0.0,116.5,439.7,10000,0,0
0.0,118.3,439.7,10000,0,0
0.0,120.5,439.7,10000,0,0
0.0,116.1,429.2,10000,0,0
0.0,118.0,429.2,10000,0,0
0.0,114.4,432.4,10000,0,0
0.0,120.0,432.4,10000,0,0
0.0,119.9,432.4,10000,0,0
0.0,115.6,431.6,10000,0,0
0.0,116.7,431.6,10000,0,0
0.0,117.3,431.6,10000,0,0
0.0,114.3,420.8,10000,0,0
0.0,113.7,420.8,10000,0,0
0.0,115.2,420.8,10000,0,0
0.0,114.1,431.6,10000,0,0
0.0,116.0,431.6,10000,0,0
0.0,115.3,431.6,10000,0,0
0.0,115.6,439.7,10000,0,0
0.0,118.2,439.7,10000,0,0
0.0,120.0,439.7,10000,0,0
0.0,116.8,432.4,10000,0,0
0.0,116.4,432.4,10000,0,0
0.0,115.5,432.4,10000,0,0
0.0,115.3,431.6,10000,0,0
0.0,117.8,431.6,10000,0,0
0.0,117.9,431.6,10000,0,0
0.0,114.0,420.8,10000,0,0
0.0,113.6,420.8,10000,0,0
0.0,114.3,420.8,10000,0,0
0.0,113.3,431.6,10000,0,0
0.0,112.2,431.6,10000,0,0
0.0,99.2,416.9,1001,0,0
0.0,103.3,416.9,1001,0,0
0.0,103.7,416.9,1001,0,0
0.0,106.0,439.7,1001,0,0
0.0,105.6,439.7,1001,0,0
0.0,103.6,439.7,1001,0,0
0.0,103.8,429.2,1001,0,0
0.0,104.9,429.2,1001,0,0
0.0,104.8,429.2,1001,0,0
0.0,104.8,432.4,1001,0,0
0.0,106.7,432.4,1001,0,0
0.0,106.5,432.4,1001,0,0
0.0,103.2,431.6,1001,0,0
0.0,104.4,431.6,1001,0,0
0.0,104.3,431.6,1001,0,0
0.0,101.0,420.8,1001,0,0
0.0,102.1,420.8,1001,0,0
0.0,101.4,420.8,1001,0,0
0.0,98.8,431.6,1001,0,0
0.0,102.1,431.6,1001,0,0
0.0,103.7,431.6,1001,0,0
0.0,102.2,416.9,10010,0,0
0.0,114.3,416.9,10010,0,0
0.0,109.0,439.7,10010,0,0
0.0,108.9,439.7,10010,0,0
0.0,108.5,429.2,10010,0,0
0.0,109.3,429.2,10010,0,0
0.0,108.6,432.4,10010,0,0
0.0,109.1,432.4,10010,0,0
0.0,108.0,431.6,10010,0,0
0.0,107.6,431.6,10010,0,0
0.0,104.3,420.8,10010,0,0
0.0,106.3,420.8,10010,0,0
0.0,131.7,477.6,10000,1,1
0.0,132.6,477.6,10000,1,1
0.0,129.0,477.6,10000,1,1
0.0,131.6,454.8,10000,1,1
0.0,131.2,454.8,10000,1,1
0.0,131.8,454.8,10000,1,1
0.0,125.6,448.8,10000,1,1
0.0,127.2,448.8,10000,1,1
0.0,127.1,448.8,10000,1,1
0.0,140.9,467.2,10000,1,1
0.0,139.5,467.2,10000,1,1
0.0,138.0,467.2,10000,1,1
0.0,125.8,458.8,10000,1,1
0.0,126.3,458.8,10000,1,1
0.0,125.2,458.8,10000,1,1
0.0,122.1,451.2,10000,1,1
0.0,120.1,451.2,10000,1,1
0.0,121.6,451.2,10000,1,1
0.0,125.7,454.8,10000,1,1
0.0,123.5,454.8,10000,1,1
0.0,124.2,454.8,10000,1,1
0.0,134.7,475.2,10000,1,1
0.0,134.1,475.2,10000,1,1
0.0,135.3,475.2,10000,1,1
0.0,122.5,448.8,10000,1,1
0.0,122.1,448.8,10000,1,1
0.0,121.3,448.8,10000,1,1
0.0,128.4,467.2,10000,1,1
0.0,125.6,467.2,10000,1,1
0.0,126.9,467.2,10000,1,1
0.0,127.5,470.4,10000,1,1
0.0,127.0,470.4,10000,1,1
0.0,126.9,470.4,10000,1,1
0.0,124.1,458.8,10000,1,1
0.0,123.3,458.8,10000,1,1
0.0,122.3,458.8,10000,1,1
0.0,124.0,477.6,10000,1,1
0.0,127.7,477.6,10000,1,1
0.0,127.9,477.6,10000,1,1
0.0,119.6,451.2,10000,1,1
0.0,122.0,451.2,10000,1,1
0.0,121.4,451.2,10000,1,1
0.0,120.7,454.8,10000,1,1
0.0,122.3,454.8,10000,1,1
0.0,123.0,454.8,10000,1,1
0.0,126.8,475.2,10000,1,1
0.0,129.8,475.2,10000,1,1
0.0,128.7,475.2,10000,1,1
0.0,121.6,448.8,10000,1,1
0.0,122.9,448.8,10000,1,1
0.0,122.6,448.8,10000,1,1
0.0,122.9,467.2,10000,1,1
0.0,126.3,467.2,10000,1,1
0.0,126.6,467.2,10000,1,1
0.0,126.5,470.4,10000,1,1
0.0,128.4,470.4,10000,1,1
0.0,127.9,470.4,10000,1,1
0.0,121.8,458.8,10000,1,1
0.0,123.0,458.8,10000,1,1
0.0,123.7,458.8,10000,1,1
0.0,122.5,477.6,11,1,1
0.0,122.3,477.6,11,1,1
0.0,124.8,477.6,11,1,1
0.0,114.5,451.2,11,1,1
0.0,120.1,451.2,11,1,1
0.0,117.4,451.2,11,1,1
0.0,118.4,454.8,11,1,1
0.0,119.1,454.8,11,1,1
0.0,118.4,454.8,11,1,1
0.0,123.5,475.2,11,1,1
0.0,123.2,475.2,11,1,1
0.0,123.6,475.2,11,1,1
0.0,116.5,448.8,11,1,1
0.0,119.7,448.8,11,1,1
0.0,119.1,448.8,11,1,1
0.0,121.1,467.2,11,1,1
0.0,123.9,467.2,11,1,1
0.0,123.8,467.2,11,1,1
0.0,121.9,470.4,11,1,1
0.0,123.9,470.4,11,1,1
0.0,122.8,470.4,11,1,1
0.0,119.9,458.8,11,1,1
0.0,121.5,458.8,11,1,1
0.0,117.8,477.6,10111,1,1
0.0,121.9,477.6,10111,1,1
0.0,121.5,477.6,10111,1,1
0.0,123.2,477.6,10111,1,1
0.0,114.2,451.2,10111,1,1
0.0,115.6,451.2,10111,1,1
0.0,116.8,451.2,10111,1,1
0.0,116.8,451.2,10111,1,1
0.0,115.3,454.8,10111,1,1
0.0,116.0,454.8,10111,1,1
0.0,116.4,454.8,10111,1,1
0.0,117.2,454.8,10111,1,1
0.0,119.9,475.2,10111,1,1
0.0,120.4,475.2,10111,1,1
0.0,123.2,475.2,10111,1,1
0.0,122.8,475.2,10111,1,1
0.0,113.8,448.8,10111,1,1
0.0,116.2,448.8,10111,1,1
0.0,116.4,448.8,10111,1,1
0.0,115.8,448.8,10111,1,1
0.0,116.2,467.2,10111,1,1
0.0,119.4,467.2,10111,1,1
0.0,120.6,467.2,10111,1,1
0.0,121.2,467.2,10111,1,1
0.0,118.5,470.4,10111,1,1
0.0,120.6,470.4,10111,1,1
0.0,121.6,470.4,10111,1,1
0.0,121.6,470.4,10111,1,1
0.0,116.9,458.8,10111,1,1
0.0,116.6,458.8,10111,1,1
0.0,117.2,458.8,10111,1,1
0.0,117.4,458.8,10111,1,1
0.0,119.4,477.6,100000,1,1
0.0,113.7,454.8,100000,1,1
0.0,112.8,451.2,100000,1,1
0.0,118.8,475.2,100000,1,1
0.0,112.2,448.8,100000,1,1
0.0,116.3,467.2,100000,1,1
0.0,117.6,470.4,100000,1,1
0.0,114.7,458.8,100000,1,1
0.0,124.9,472.0,11000,1,1
0.0,126.0,472.0,11000,1,1
0.0,127.7,472.0,11000,1,1
0.0,121.2,455.2,11000,1,1
0.0,125.0,455.2,11000,1,1
0.0,125.9,455.2,11000,1,1
0.0,125.3,486.0,11000,1,1
0.0,128.6,486.0,11000,1,1
0.0,130.4,486.0,11000,1,1
0.0,119.4,451.6,11000,1,1
0.0,125.0,451.6,11000,1,1
0.0,124.5,451.6,11000,1,1
0.0,123.8,464.6,11000,1,1
0.0,128.1,464.6,11000,1,1
0.0,128.0,464.6,11000,1,1
0.0,128.7,466.7,11000,1,1
0.0,135.7,466.7,11000,1,1
0.0,134.0,466.7,11000,1,1
0.0,120.8,447.2,11000,1,1
0.0,123.5,447.2,11000,1,1
0.0,124.1,447.2,11000,1,1
0.0,116.6,472.0,100001,1,1
0.0,115.1,472.0,100001,1,1
0.0,115.7,472.0,100001,1,1
0.0,107.8,472.0,100001,1,1
0.0,112.8,450.8,100001,1,1
0.0,109.0,450.8,100001,1,1
0.0,107.6,450.8,100001,1,1
0.0,104.3,450.8,100001,1,1
0.0,112.8,455.2,100001,1,1
0.0,110.5,455.2,100001,1,1
0.0,111.9,455.2,100001,1,1
0.0,107.8,455.2,100001,1,1
0.0,116.9,486.0,100001,1,1
0.0,114.2,486.0,100001,1,1
0.0,114.6,486.0,100001,1,1
0.0,112.1,486.0,100001,1,1
0.0,112.4,451.6,100001,1,1
0.0,110.3,451.6,100001,1,1
0.0,110.4,451.6,100001,1,1
0.0,104.0,451.6,100001,1,1
0.0,113.1,464.6,100001,1,1
0.0,112.0,464.6,100001,1,1
0.0,111.4,464.6,100001,1,1
0.0,109.3,464.6,100001,1,1
0.0,115.1,466.7,100001,1,1
0.0,112.9,466.7,100001,1,1
0.0,114.0,466.7,100001,1,1
0.0,107.3,466.7,100001,1,1
0.0,112.6,447.2,100001,1,1
0.0,111.6,447.2,100001,1,1
0.0,112.4,447.2,100001,1,1
0.0,110.1,447.2,100001,1,1
0.0,118.0,472.0,100000,1,1
0.0,113.8,455.2,100000,1,1
0.0,112.7,450.8,100000,1,1
0.0,121.5,486.0,100000,1,1
0.0,112.9,451.6,100000,1,1
0.0,116.9,464.6,100000,1,1
0.0,117.4,466.7,100000,1,1
0.0,119.5,439.6,10000,1,1
0.0,119.2,439.6,10000,1,1
0.0,120.0,439.6,10000,1,1
0.0,122.6,458.8,10000,1,1
0.0,123.6,458.8,10000,1,1
0.0,125.1,458.8,10000,1,1
0.0,124.8,449.6,100010,1,1
0.0,125.0,449.6,100010,1,1
0.0,125.9,449.6,100010,1,1
0.0,117.9,434.4,100010,1,1
0.0,121.9,434.4,100010,1,1
0.0,122.2,434.4,100010,1,1
0.0,118.9,441.6,100010,1,1
0.0,118.8,441.6,100010,1,1
0.0,118.7,441.6,100010,1,1
0.0,127.8,460.0,100010,1,1
0.0,131.6,460.0,100010,1,1
0.0,130.6,460.0,100010,1,1
0.0,119.2,439.6,100010,1,1
0.0,120.3,439.6,100010,1,1
0.0,119.8,439.6,100010,1,1
0.0,121.4,452.0,100010,1,1
0.0,125.4,452.0,100010,1,1
0.0,126.9,452.0,100010,1,1
0.0,125.3,458.8,100010,1,1
0.0,127.0,458.8,100010,1,1
0.0,128.2,458.8,100010,1,1
0.0,123.0,447.2,100010,1,1
0.0,135.0,447.2,100010,1,1
0.0,134.0,447.2,100010,1,1
0.0,125.8,449.6,1,1,1
0.0,126.4,449.6,1,1,1
0.0,126.3,449.6,1,1,1
0.0,119.5,434.4,1,1,1
0.0,120.8,434.4,1,1,1
0.0,122.0,434.4,1,1,1
0.0,120.0,441.6,1,1,1
0.0,119.8,441.6,1,1,1
0.0,119.6,441.6,1,1,1
0.0,130.8,460.0,1,1,1
0.0,131.7,460.0,1,1,1
0.0,132.0,460.0,1,1,1
0.0,120.7,439.6,1,1,1
0.0,121.1,439.6,1,1,1
0.0,120.9,439.6,1,1,1
0.0,125.5,452.0,1,1,1
0.0,124.5,452.0,1,1,1
0.0,124.4,452.0,1,1,1
0.0,127.2,458.8,1,1,1
0.0,127.4,458.8,1,1,1
0.0,127.2,458.8,1,1,1
0.0,125.0,447.2,1,1,1
0.0,125.7,447.2,1,1,1
0.0,126.9,447.2,1,1,1
0.0,119.1,449.6,100010,1,1
0.0,121.7,449.6,100010,1,1
0.0,122.6,449.6,100010,1,1
0.0,117.2,434.4,100010,1,1
0.0,118.7,434.4,100010,1,1
0.0,118.5,434.4,100010,1,1
0.0,117.9,441.6,100010,1,1
0.0,118.1,441.6,100010,1,1
0.0,117.7,441.6,100010,1,1
0.0,125.4,460.0,100010,1,1
0.0,128.4,460.0,100010,1,1
0.0,128.7,460.0,100010,1,1
0.0,118.0,439.6,100010,1,1
0.0,119.1,439.6,100010,1,1
0.0,119.1,439.6,100010,1,1
0.0,122.5,452.0,100010,1,1
0.0,123.6,452.0,100010,1,1
0.0,124.0,452.0,100010,1,1
0.0,124.5,458.8,100010,1,1
0.0,125.6,458.8,100010,1,1
0.0,125.6,458.8,100010,1,1
0.0,122.5,447.2,100010,1,1
0.0,122.7,447.2,100010,1,1
0.0,123.9,447.2,100010,1,1
0.0,113.2,449.6,10011,1,1
0.0,112.9,449.6,10011,1,1
0.0,116.6,449.6,10011,1,1
0.0,117.0,449.6,10011,1,1
0.0,118.9,449.6,10011,1,1
0.0,124.3,449.6,10011,1,1
0.0,115.2,449.6,10011,1,1
0.0,118.7,449.6,10011,1,1
0.0,106.2,434.4,10011,1,1
0.0,107.7,434.4,10011,1,1
0.0,110.7,434.4,10011,1,1
0.0,113.4,434.4,10011,1,1
0.0,113.0,434.4,10011,1,1
0.0,112.5,434.4,10011,1,1
0.0,115.8,434.4,10011,1,1
0.0,113.4,434.4,10011,1,1
0.0,108.9,441.6,10011,1,1
0.0,111.5,441.6,10011,1,1
0.0,113.9,441.6,10011,1,1
0.0,114.3,441.6,10011,1,1
0.0,114.6,441.6,10011,1,1
0.0,115.3,441.6,10011,1,1
0.0,117.1,441.6,10011,1,1
0.0,114.3,441.6,10011,1,1
0.0,113.6,460.0,10011,1,1
0.0,117.9,460.0,10011,1,1
0.0,119.2,460.0,10011,1,1
0.0,119.5,460.0,10011,1,1
0.0,119.5,460.0,10011,1,1
0.0,119.6,460.0,10011,1,1
0.0,119.8,460.0,10011,1,1
0.0,118.4,460.0,10011,1,1
0.0,109.2,439.6,10011,1,1
0.0,110.1,439.6,10011,1,1
0.0,114.3,439.6,10011,1,1
0.0,114.6,439.6,10011,1,1
0.0,114.6,439.6,10011,1,1
0.0,115.2,439.6,10011,1,1
0.0,117.3,439.6,10011,1,1
0.0,113.9,439.6,10011,1,1
0.0,111.9,452.0,10011,1,1
0.0,114.0,452.0,10011,1,1
0.0,115.9,452.0,10011,1,1
0.0,116.2,452.0,10011,1,1
0.0,118.7,452.0,10011,1,1
0.0,118.5,452.0,10011,1,1
0.0,118.4,452.0,10011,1,1
0.0,115.8,452.0,10011,1,1
0.0,118.5,458.8,10011,1,1
0.0,119.6,458.8,10011,1,1
0.0,119.2,458.8,10011,1,1
0.0,119.8,458.8,10011,1,1
0.0,119.0,458.8,10011,1,1
0.0,120.4,458.8,10011,1,1
0.0,119.8,458.8,10011,1,1
0.0,120.0,458.8,10011,1,1
0.0,116.4,447.2,10011,1,1
0.0,115.6,447.2,10011,1,1
0.0,116.2,447.2,10011,1,1
0.0,115.0,447.2,10011,1,1
0.0,114.9,447.2,10011,1,1
0.0,115.5,447.2,10011,1,1
0.0,119.8,447.2,10011,1,1
0.0,117.9,447.2,10011,1,1
0.0,119.9,449.6,11000,1,1
0.0,121.2,449.6,11000,1,1
