ervaring,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0.0,108.0,410.6,10011,0,1
0.0,108.6,410.6,10011,0,1
0.0,105.6,409.9,10011,0,1
0.0,105.7,409.9,10011,0,1
0.0,105.1,409.9,10011,0,1
0.0,105.2,409.9,10011,0,1
0.0,105.7,409.9,10011,0,1
0.0,106.0,409.9,10011,0,1
0.0,106.2,409.9,10011,0,1
0.0,106.0,409.9,10011,0,1
0.0,101.2,399.6,10011,0,1
0.0,102.8,399.6,10011,0,1
0.0,104.0,399.6,10011,0,1
0.0,104.1,399.6,10011,0,1
0.0,109.0,399.6,10011,0,1
0.0,111.8,399.6,10011,0,1
0.0,110.0,399.6,10011,0,1
0.0,108.4,399.6,10011,0,1
0.0,106.0,412.3,10011,0,1
0.0,106.3,412.3,10011,0,1
0.0,106.5,412.3,10011,0,1
0.0,107.7,412.3,10011,0,1
0.0,108.3,412.3,10011,0,1
0.0,110.7,412.3,10011,0,1
0.0,108.4,412.3,10011,0,1
0.0,108.8,412.3,10011,0,1
0.0,108.7,421.0,10011,0,1
0.0,108.5,421.0,10011,0,1
0.0,109.1,421.0,10011,0,1
0.0,108.4,421.0,10011,0,1
0.0,108.4,421.0,10011,0,1
0.0,114.9,421.0,10011,0,1
0.0,108.5,421.0,10011,0,1
0.0,108.4,421.0,10011,0,1
0.0,103.3,401.2,10011,0,1
0.0,103.4,401.2,10011,0,1
0.0,103.0,401.2,10011,0,1
0.0,103.6,401.2,10011,0,1
0.0,103.5,401.2,10011,0,1
0.0,103.5,401.2,10011,0,1
0.0,103.4,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,106.9,407.2,10011,0,1
0.0,107.0,407.2,10011,0,1
0.0,106.9,407.2,10011,0,1
0.0,106.9,407.2,10011,0,1
0.0,106.1,407.2,10011,0,1
0.0,103.3,407.2,10011,0,1
0.0,104.0,410.6,10011,0,1
0.0,104.0,410.6,10011,0,1
0.0,103.8,410.6,10011,0,1
0.0,103.9,410.6,10011,0,1
0.0,104.6,410.6,10011,0,1
0.0,104.9,410.6,10011,0,1
0.0,103.9,410.6,10011,0,1
0.0,106.2,409.9,10011,0,1
0.0,106.5,409.9,10011,0,1
0.0,106.2,409.9,10011,0,1
0.0,105.9,409.9,10011,0,1
0.0,105.9,409.9,10011,0,1
0.0,103.1,409.9,10011,0,1
0.0,105.0,399.6,10011,0,1
0.0,104.1,399.6,10011,0,1
0.0,105.0,399.6,10011,0,1
0.0,104.7,399.6,10011,0,1
0.0,104.6,399.6,10011,0,1
0.0,105.3,399.6,10011,0,1
0.0,109.3,399.6,10011,0,1
0.0,103.3,399.6,10011,0,1
0.0,105.2,412.3,10011,0,1
0.0,105.5,412.3,10011,0,1
0.0,106.0,412.3,10011,0,1
0.0,106.2,412.3,10011,0,1
0.0,106.7,412.3,10011,0,1
0.0,107.1,412.3,10011,0,1
0.0,106.1,412.3,10011,0,1
0.0,105.6,421.0,10011,0,1
0.0,106.4,421.0,10011,0,1
0.0,106.4,421.0,10011,0,1
0.0,106.2,421.0,10011,0,1
0.0,106.6,421.0,10011,0,1
0.0,104.1,421.0,10011,0,1
0.0,106.9,421.0,10011,0,1
0.0,107.3,421.0,10011,0,1
0.0,102.8,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,102.7,401.2,10011,0,1
0.0,102.6,401.2,10011,0,1
0.0,101.0,401.2,10011,0,1
0.0,105.9,407.2,10011,0,1
0.0,106.0,407.2,10011,0,1
0.0,105.7,407.2,10011,0,1
0.0,105.9,407.2,10011,0,1
0.0,105.9,407.2,10011,0,1
0.0,103.8,407.2,10011,0,1
0.0,103.8,407.2,10011,0,1
0.0,108.2,407.2,10011,0,1
0.0,104.3,410.6,10011,0,1
0.0,103.9,410.6,10011,0,1
0.0,104.0,410.6,10011,0,1
0.0,103.9,410.6,10011,0,1
0.0,105.6,410.6,10011,0,1
0.0,104.4,410.6,10011,0,1
0.0,107.0,410.6,10011,0,1
0.0,106.2,410.6,10011,0,1
0.0,104.6,409.9,10011,0,1
0.0,104.8,409.9,10011,0,1
0.0,104.9,409.9,10011,0,1
0.0,104.3,409.9,10011,0,1
0.0,104.5,409.9,10011,0,1
0.0,103.9,409.9,10011,0,1
0.0,103.9,409.9,10011,0,1
0.0,101.7,409.9,10011,0,1
0.0,104.0,399.6,10011,0,1
0.0,103.9,399.6,10011,0,1
0.0,103.9,399.6,10011,0,1
0.0,103.9,399.6,10011,0,1
0.0,102.8,399.6,10011,0,1
0.0,101.9,399.6,10011,0,1
0.0,100.1,399.6,10011,0,1
0.0,113.4,421.0,1011,0,1
0.0,110.4,401.2,1011,0,1
0.0,114.7,407.2,1011,0,1
0.0,110.8,410.6,1011,0,1
0.0,113.0,409.9,1011,0,1
0.0,112.3,399.6,1011,0,1
0.0,117.0,412.3,1011,0,1
0.0,110.2,401.2,1011,0,1
0.0,113.2,407.2,1011,0,1
0.0,110.2,410.6,1011,0,1
0.0,111.3,409.9,1011,0,1
0.0,110.0,399.6,1011,0,1
0.0,115.0,412.3,1011,0,1
0.0,96.6,401.2,10100,0,1
0.0,97.3,401.2,10100,0,1
0.0,98.2,401.2,10100,0,1
0.0,101.9,401.2,10100,0,1
0.0,97.4,407.2,10100,0,1
0.0,100.2,407.2,10100,0,1
0.0,104.8,407.2,10100,0,1
0.0,104.7,407.2,10100,0,1
0.0,97.4,409.9,10100,0,1
0.0,102.5,409.9,10100,0,1
0.0,102.6,409.9,10100,0,1
0.0,105.2,409.9,10100,0,1
0.0,96.8,399.6,10100,0,1
0.0,97.4,399.6,10100,0,1
0.0,97.5,399.6,10100,0,1
0.0,96.4,399.6,10100,0,1
0.0,96.2,412.3,10100,0,1
0.0,107.1,412.3,10100,0,1
0.0,109.9,412.3,10100,0,1
0.0,106.5,412.3,10100,0,1
0.0,108.9,390.0,10000,0,1
0.0,111.1,390.0,10000,0,1
0.0,110.9,390.0,10000,0,1
0.0,109.7,391.2,10000,0,1
0.0,112.6,391.2,10000,0,1
0.0,114.6,391.2,10000,0,1
0.0,113.8,407.6,10000,0,1
0.0,114.7,407.6,10000,0,1
0.0,115.6,407.6,10000,0,1
0.0,112.5,402.7,10000,0,1
0.0,114.0,402.7,10000,0,1
0.0,115.2,402.7,10000,0,1
0.0,116.1,411.8,10000,0,1
0.0,121.9,411.8,10000,0,1
0.0,123.0,411.8,10000,0,1
0.0,114.9,407.0,10000,0,1
0.0,117.6,407.0,10000,0,1
0.0,118.6,407.0,10000,0,1
0.0,115.0,414.3,10000,0,1
0.0,116.8,414.3,10000,0,1
0.0,117.9,414.3,10000,0,1
0.0,106.8,390.0,10000,0,1
0.0,109.7,390.0,10000,0,1
0.0,111.7,390.0,10000,0,1
0.0,108.9,391.2,10000,0,1
0.0,110.3,391.2,10000,0,1
0.0,110.8,391.2,10000,0,1
0.0,111.1,407.6,10000,0,1
0.0,113.2,407.6,10000,0,1
0.0,114.6,407.6,10000,0,1
0.0,109.2,402.7,10000,0,1
0.0,112.6,402.7,10000,0,1
0.0,113.4,402.7,10000,0,1
0.0,112.2,406.8,10000,0,1
0.0,112.2,406.8,10000,0,1
0.0,113.9,406.8,10000,0,1
0.0,114.2,411.8,10000,0,1
0.0,120.0,411.8,10000,0,1
0.0,121.0,411.8,10000,0,1
0.0,110.7,407.0,10000,0,1
0.0,114.5,407.0,10000,0,1
0.0,115.5,407.0,10000,0,1
0.0,104.7,390.0,11,0,1
0.0,104.9,390.0,11,0,1
0.0,107.7,390.0,11,0,1
0.0,105.7,391.2,11,0,1
0.0,107.6,391.2,11,0,1
0.0,110.3,391.2,11,0,1
0.0,108.7,407.6,11,0,1
0.0,109.6,407.6,11,0,1
0.0,110.9,407.6,11,0,1
0.0,105.0,402.7,11,0,1
0.0,110.7,402.7,11,0,1
0.0,110.6,402.7,11,0,1
0.0,108.3,406.8,11,0,1
0.0,108.7,406.8,11,0,1
0.0,110.6,406.8,11,0,1
0.0,113.9,411.8,11,0,1
0.0,119.3,411.8,11,0,1
0.0,119.5,411.8,11,0,1
0.0,108.5,407.0,11,0,1
0.0,112.3,407.0,11,0,1
0.0,113.4,407.0,11,0,1
0.0,108.9,414.3,11,0,1
0.0,115.5,414.3,11,0,1
0.0,116.1,414.3,11,0,1
0.0,101.9,390.0,11,0,1
0.0,107.1,390.0,11,0,1
0.0,107.0,390.0,11,0,1
0.0,104.4,391.2,11,0,1
0.0,105.6,391.2,11,0,1
0.0,106.3,391.2,11,0,1
0.0,107.0,407.6,11,0,1
0.0,107.4,407.6,11,0,1
0.0,108.7,407.6,11,0,1
0.0,107.5,402.7,11,0,1
0.0,107.7,402.7,11,0,1
0.0,107.4,402.7,11,0,1
0.0,107.1,406.8,11,0,1
0.0,108.0,406.8,11,0,1
0.0,109.9,406.8,11,0,1
0.0,108.8,411.8,11,0,1
0.0,112.3,411.8,11,0,1
0.0,116.4,411.8,11,0,1
0.0,107.3,407.0,11,0,1
0.0,109.5,407.0,11,0,1
0.0,113.2,407.0,11,0,1
0.0,107.8,414.3,11,0,1
0.0,112.7,414.3,11,0,1
0.0,118.2,414.3,11,0,1
0.0,100.0,390.0,10101,0,1
0.0,105.3,390.0,10101,0,1
0.0,94.4,390.0,10101,0,1
0.0,101.3,391.2,10101,0,1
0.0,106.8,391.2,10101,0,1
0.0,94.6,391.2,10101,0,1
0.0,106.2,407.6,10101,0,1
0.0,109.8,407.6,10101,0,1
0.0,101.0,407.6,10101,0,1
0.0,105.0,402.7,10101,0,1
0.0,108.5,402.7,10101,0,1
0.0,96.5,402.7,10101,0,1
0.0,105.9,406.8,10101,0,1
0.0,107.0,406.8,10101,0,1
0.0,99.9,406.8,10101,0,1
0.0,108.4,411.8,10101,0,1
0.0,116.4,411.8,10101,0,1
0.0,101.9,411.8,10101,0,1
0.0,106.3,407.0,10101,0,1
0.0,110.8,407.0,10101,0,1
0.0,101.0,407.0,10101,0,1
0.0,107.3,414.3,10101,0,1
0.0,94.0,390.0,111,0,1
0.0,94.9,390.0,111,0,1
0.0,95.7,390.0,111,0,1
0.0,98.7,390.0,111,0,1
0.0,105.0,390.0,111,0,1
0.0,97.9,390.0,111,0,1
0.0,96.5,391.2,111,0,1
0.0,97.8,391.2,111,0,1
0.0,98.1,391.2,111,0,1
0.0,98.3,391.2,111,0,1
0.0,99.1,391.2,111,0,1
0.0,99.6,391.2,111,0,1
0.0,99.6,407.6,111,0,1
0.0,99.3,407.6,111,0,1
0.0,99.3,407.6,111,0,1
0.0,102.5,407.6,111,0,1
0.0,104.6,407.6,111,0,1
0.0,105.8,407.6,111,0,1
0.0,97.2,402.7,111,0,1
0.0,98.3,402.7,111,0,1
0.0,98.3,402.7,111,0,1
0.0,101.5,402.7,111,0,1
0.0,103.0,402.7,111,0,1
0.0,102.0,402.7,111,0,1
0.0,99.2,406.8,111,0,1
0.0,99.5,406.8,111,0,1
0.0,99.7,406.8,111,0,1
0.0,101.3,406.8,111,0,1
0.0,102.5,406.8,111,0,1
0.0,103.3,406.8,111,0,1
0.0,96.4,411.8,111,0,1
0.0,99.9,411.8,111,0,1
0.0,102.2,411.8,111,0,1
0.0,105.1,411.8,111,0,1
0.0,110.2,411.8,111,0,1
0.0,101.6,411.8,111,0,1
0.0,97.4,407.0,111,0,1
0.0,98.5,407.0,111,0,1
0.0,99.8,407.0,111,0,1
0.0,103.4,407.0,111,0,1
0.0,107.7,407.0,111,0,1
0.0,106.2,407.0,111,0,1
0.0,99.2,414.3,111,0,1
0.0,99.7,414.3,111,0,1
0.0,100.1,414.3,111,0,1
0.0,100.0,390.0,1001,0,1
0.0,96.8,390.0,1001,0,1
0.0,96.9,390.0,1001,0,1
0.0,101.6,407.6,1001,0,1
0.0,101.6,407.6,1001,0,1
0.0,102.6,407.6,1001,0,1
0.0,98.6,402.7,1001,0,1
0.0,99.1,402.7,1001,0,1
0.0,100.4,402.7,1001,0,1
0.0,105.6,411.8,1001,0,1
0.0,104.9,411.8,1001,0,1
0.0,99.6,407.0,1001,0,1
0.0,103.1,407.0,1001,0,1
0.0,104.3,407.0,1001,0,1
0.0,99.0,414.3,1001,0,1
0.0,96.2,390.0,10010,0,1
0.0,95.9,390.0,10010,0,1
0.0,96.9,391.2,10010,0,1
0.0,96.6,391.2,10010,0,1
0.0,101.3,407.6,10010,0,1
0.0,99.7,407.6,10010,0,1
0.0,99.5,402.7,10010,0,1
0.0,99.0,402.7,10010,0,1
0.0,100.1,406.8,10010,0,1
0.0,99.6,406.8,10010,0,1
0.0,102.8,411.8,10010,0,1
0.0,103.8,411.8,10010,0,1
0.0,100.6,407.0,10010,0,1
0.0,100.6,407.0,10010,0,1
0.0,101.8,414.3,10010,0,1
0.0,108.1,414.3,10010,0,1
0.0,96.1,390.0,10110,0,1
0.0,94.7,390.0,10110,0,1
0.0,95.5,391.2,10110,0,1
0.0,95.8,391.2,10110,0,1
0.0,100.1,407.6,10110,0,1
0.0,99.9,407.6,10110,0,1
0.0,98.5,402.7,10110,0,1
0.0,98.0,402.7,10110,0,1
0.0,100.1,406.8,10110,0,1
0.0,98.9,406.8,10110,0,1
0.0,102.6,411.8,10110,0,1
0.0,101.7,411.8,10110,0,1
0.0,100.7,407.0,10110,0,1
0.0,100.5,407.0,10110,0,1
0.0,100.4,414.3,10110,0,1
0.0,100.2,414.3,10110,0,1
0.0,107.4,390.0,10000,0,1
0.0,107.0,390.0,10000,0,1
0.0,110.1,390.0,10000,0,1
0.0,106.5,391.2,10000,0,1
0.0,106.2,391.2,10000,0,1
0.0,105.4,391.2,10000,0,1
0.0,110.5,407.6,10000,0,1
0.0,110.5,407.6,10000,0,1
0.0,110.3,407.6,10000,0,1
0.0,108.8,402.7,10000,0,1
0.0,108.9,402.7,10000,0,1
0.0,107.3,402.7,10000,0,1
0.0,110.7,406.8,10000,0,1
0.0,111.0,406.8,10000,0,1
0.0,111.6,406.8,10000,0,1
0.0,114.5,411.8,10000,0,1
0.0,115.5,411.8,10000,0,1
0.0,114.6,411.8,10000,0,1
0.0,111.9,407.0,10000,0,1
0.0,111.5,407.0,10000,0,1
0.0,110.8,407.0,10000,0,1
0.0,113.5,414.3,10000,0,1
0.0,114.3,414.3,10000,0,1
0.0,140.2,414.3,10000,0,1
0.0,110.0,398.6,10000,0,1
0.0,113.3,398.6,10000,0,1
0.0,114.3,398.6,10000,0,1
0.0,113.5,400.2,10000,0,1
0.0,115.2,400.2,10000,0,1
0.0,113.5,400.2,10000,0,1
0.0,117.1,409.4,10000,0,1
0.0,116.5,409.4,10000,0,1
0.0,114.4,409.4,10000,0,1
0.0,114.6,387.9,10000,0,1
0.0,111.3,387.9,10000,0,1
0.0,108.3,387.9,10000,0,1
0.0,109.4,398.6,10000,0,1
0.0,111.3,398.6,10000,0,1
0.0,111.7,398.6,10000,0,1
0.0,112.2,400.2,10000,0,1
0.0,113.5,400.2,10000,0,1
0.0,113.9,400.2,10000,0,1
0.0,112.7,409.4,10000,0,1
0.0,116.8,409.4,10000,0,1
0.0,115.3,409.4,10000,0,1
0.0,109.2,387.9,10000,0,1
0.0,108.9,387.9,10000,0,1
0.0,108.8,387.9,10000,0,1
0.0,108.9,398.6,10000,0,1
0.0,109.7,398.6,10000,0,1
0.0,110.6,398.6,10000,0,1
0.0,109.2,400.2,10000,0,1
0.0,110.6,400.2,10000,0,1
0.0,111.5,400.2,10000,0,1
0.0,111.9,409.4,10000,0,1
0.0,112.6,409.4,10000,0,1
0.0,113.7,409.4,10000,0,1
0.0,106.3,387.9,10000,0,1
0.0,107.3,387.9,10000,0,1
0.0,108.5,387.9,10000,0,1
0.0,107.7,398.6,10000,0,1
0.0,108.4,398.6,10000,0,1
0.0,109.6,398.6,10000,0,1
0.0,108.5,400.2,10000,0,1
0.0,109.3,400.2,10000,0,1
0.0,110.3,400.2,10000,0,1
0.0,110.4,409.4,10000,0,1
0.0,112.4,409.4,10000,0,1
0.0,113.6,409.4,10000,0,1
0.0,106.1,387.9,10000,0,1
0.0,106.6,387.9,10000,0,1
0.0,107.4,387.9,10000,0,1
0.0,107.0,398.6,10000,0,1
0.0,109.1,398.6,10000,0,1
0.0,110.5,398.6,10000,0,1
0.0,108.1,400.2,10000,0,1
0.0,111.2,400.2,10000,0,1
0.0,114.2,400.2,10000,0,1
0.0,111.7,409.4,10000,0,1
0.0,112.1,409.4,10000,0,1
0.0,112.3,409.4,10000,0,1
0.0,94.5,398.6,1001,0,1
0.0,98.0,398.6,1001,0,1
0.0,98.5,398.6,1001,0,1
0.0,93.6,400.2,1001,0,1
0.0,97.7,400.2,1001,0,1
0.0,98.0,400.2,1001,0,1
0.0,97.4,409.4,1001,0,1
0.0,102.2,409.4,1001,0,1
0.0,101.5,409.4,1001,0,1
0.0,95.1,387.9,1001,0,1
0.0,95.5,387.9,1001,0,1
0.0,95.0,387.9,1001,0,1
0.0,96.6,398.6,1001,0,1
0.0,97.9,398.6,1001,0,1
0.0,96.5,400.2,1001,0,1
0.0,96.5,400.2,1001,0,1
0.0,97.5,400.2,1001,0,1
0.0,98.4,409.4,1001,0,1
0.0,98.7,409.4,1001,0,1
0.0,100.4,409.4,1001,0,1
0.0,100.7,402.6,10111,0,1
0.0,103.8,402.6,10111,0,1
0.0,105.8,402.6,10111,0,1
0.0,106.8,402.6,10111,0,1
0.0,105.0,408.4,10111,0,1
0.0,106.8,408.4,10111,0,1
0.0,108.3,408.4,10111,0,1
0.0,109.9,408.4,10111,0,1
0.0,106.9,414.6,10111,0,1
0.0,107.7,414.6,10111,0,1
0.0,108.3,414.6,10111,0,1
0.0,109.2,414.6,10111,0,1
0.0,103.7,415.2,10111,0,1
0.0,106.8,415.2,10111,0,1
0.0,108.7,415.2,10111,0,1
0.0,114.5,415.2,10111,0,1
0.0,109.0,416.7,10111,0,1
0.0,109.3,416.7,10111,0,1
0.0,107.9,416.7,10111,0,1
0.0,108.3,416.7,10111,0,1
0.0,107.8,423.4,10111,0,1
0.0,109.8,423.4,10111,0,1
0.0,113.4,423.4,10111,0,1
0.0,113.1,423.4,10111,0,1
0.0,98.3,402.6,110,0,1
0.0,99.5,402.6,110,0,1
0.0,101.3,402.6,110,0,1
0.0,99.2,408.4,110,0,1
0.0,102.7,408.4,110,0,1
0.0,106.7,408.4,110,0,1
0.0,103.9,414.6,110,0,1
0.0,105.0,414.6,110,0,1
0.0,104.8,414.6,110,0,1
0.0,102.4,415.2,110,0,1
0.0,112.7,415.2,110,0,1
0.0,103.0,415.2,110,0,1
0.0,104.0,416.7,110,0,1
0.0,104.8,416.7,110,0,1
0.0,105.1,416.7,110,0,1
0.0,104.3,423.4,110,0,1
0.0,104.5,423.4,110,0,1
0.0,105.0,423.4,110,0,1
0.0,108.6,402.6,11000,0,1
0.0,111.6,402.6,11000,0,1
0.0,111.8,402.6,11000,0,1
0.0,112.6,408.4,11000,0,1
0.0,112.1,408.4,11000,0,1
0.0,113.2,408.4,11000,0,1
0.0,113.1,414.6,11000,0,1
0.0,115.2,414.6,11000,0,1
0.0,115.4,414.6,11000,0,1
0.0,109.2,415.2,11000,0,1
0.0,112.7,415.2,11000,0,1
0.0,113.8,415.2,11000,0,1
0.0,112.0,416.7,11000,0,1
0.0,114.6,416.7,11000,0,1
0.0,113.1,416.7,11000,0,1
0.0,112.6,423.4,11000,0,1
0.0,115.3,423.4,11000,0,1
0.0,116.4,423.4,11000,0,1
0.0,112.8,402.6,11001,0,1
0.0,115.8,402.6,11001,0,1
0.0,116.1,408.4,11001,0,1
0.0,119.9,408.4,11001,0,1
0.0,117.8,414.6,11001,0,1
0.0,118.8,414.6,11001,0,1
0.0,114.0,415.2,11001,0,1
0.0,118.1,415.2,11001,0,1
0.0,116.8,416.7,11001,0,1
0.0,117.3,416.7,11001,0,1
0.0,120.4,423.4,11001,0,1
0.0,122.2,423.4,11001,0,1
0.0,92.8,402.6,11010,0,1
0.0,99.0,402.6,11010,0,1
0.0,100.7,402.6,11010,0,1
0.0,99.5,402.6,11010,0,1
0.0,96.4,402.6,11010,0,1
0.0,99.0,402.6,11010,0,1
0.0,98.9,402.6,11010,0,1
0.0,99.7,402.6,11010,0,1
0.0,92.4,408.4,11010,0,1
0.0,97.4,408.4,11010,0,1
0.0,101.2,408.4,11010,0,1
0.0,103.2,408.4,11010,0,1
0.0,100.1,408.4,11010,0,1
0.0,102.3,408.4,11010,0,1
0.0,103.1,408.4,11010,0,1
0.0,103.2,408.4,11010,0,1
0.0,94.2,415.2,11010,0,1
0.0,98.5,415.2,11010,0,1
0.0,100.8,415.2,11010,0,1
0.0,101.8,415.2,11010,0,1
0.0,97.8,415.2,11010,0,1
0.0,102.7,415.2,11010,0,1
0.0,105.7,415.2,11010,0,1
0.0,103.6,415.2,11010,0,1
0.0,96.4,416.7,11010,0,1
0.0,104.0,416.7,11010,0,1
0.0,105.4,416.7,11010,0,1
0.0,105.4,416.7,11010,0,1
0.0,103.1,416.7,11010,0,1
0.0,105.2,416.7,11010,0,1
0.0,106.6,416.7,11010,0,1
0.0,105.2,416.7,11010,0,1
0.0,95.0,423.4,11010,0,1
0.0,97.9,423.4,11010,0,1
0.0,102.7,423.4,11010,0,1
0.0,103.4,423.4,11010,0,1
0.0,100.8,423.4,11010,0,1
0.0,101.3,423.4,11010,0,1
0.0,104.1,423.4,11010,0,1
0.0,104.5,423.4,11010,0,1
0.0,98.5,374.2,11,0,1
0.0,99.7,404.5,11,0,1
0.0,101.0,374.2,11,0,1
0.0,104.2,372.1,11,0,1
0.0,104.8,372.1,11,0,1
0.0,104.2,389.1,11,0,1
0.0,108.4,389.1,11,0,1
0.0,109.0,401.4,11,0,1
0.0,105.3,401.4,11,0,1
0.0,107.9,401.4,11,0,1
0.0,110.4,398.8,11,0,1
0.0,107.5,398.8,11,0,1
0.0,109.1,398.8,11,0,1
0.0,107.1,404.5,11,0,1
0.0,107.9,404.5,11,0,1
0.0,114.5,404.5,11,0,1
0.0,114.6,404.5,11,0,1
0.0,112.0,413.2,11,0,1
0.0,113.6,413.2,11,0,1
0.0,114.9,413.2,11,0,1
0.0,106.8,398.2,11,0,1
0.0,107.5,398.2,11,0,1
0.0,109.3,398.2,11,0,1
0.0,107.7,404.5,11,0,1
0.0,109.0,404.5,11,0,1
0.0,112.4,404.5,11,0,1
0.0,111.3,413.2,11,0,1
0.0,111.3,413.2,11,0,1
0.0,112.9,413.2,11,0,1
0.0,104.0,398.2,11,0,1
0.0,104.4,398.2,11,0,1
0.0,105.8,398.2,11,0,1
0.0,97.3,374.2,11,0,1
0.0,97.4,374.2,11,0,1
0.0,99.7,374.2,11,0,1
0.0,99.3,372.1,11,0,1
0.0,101.3,372.1,11,0,1
0.0,101.5,372.1,11,0,1
0.0,103.5,389.1,11,0,1
0.0,103.5,389.1,11,0,1
0.0,103.7,389.1,11,0,1
0.0,105.4,401.4,11,0,1
0.0,105.1,401.4,11,0,1
0.0,105.2,401.4,11,0,1
0.0,104.5,398.8,11,0,1
0.0,105.2,398.8,11,0,1
0.0,107.1,398.8,11,0,1
0.0,104.0,404.5,11,0,1
0.0,105.6,404.5,11,0,1
0.0,107.2,404.5,11,0,1
0.0,105.1,404.5,11,0,1
0.0,110.7,404.5,11,0,1
0.0,113.1,404.5,11,0,1
0.0,110.4,413.2,11,0,1
0.0,111.4,413.2,11,0,1
0.0,112.1,413.2,11,0,1
0.0,95.4,374.2,1100,0,1
0.0,95.8,374.2,1100,0,1
0.0,95.9,372.1,1100,0,1
0.0,100.5,389.1,1100,0,1
0.0,100.8,389.1,1100,0,1
0.0,102.4,398.8,1100,0,1
0.0,103.0,398.8,1100,0,1
0.0,102.4,404.5,1100,0,1
0.0,104.1,404.5,1100,0,1
0.0,104.1,404.5,1100,0,1
0.0,106.4,404.5,1100,0,1
0.0,107.1,413.2,1100,0,1
0.0,112.5,413.2,1100,0,1
0.0,102.9,398.2,1100,0,1
0.0,106.1,398.2,1100,0,1
0.0,89.5,415.0,11011,0,0
0.0,93.0,424.5,11011,0,0
0.0,91.5,423.2,11011,0,0
0.0,93.0,432.3,11011,0,0
0.0,92.0,433.8,11011,0,0
0.0,89.5,413.7,11011,0,0
0.0,100.0,423.2,11100,0,0
0.0,99.7,427.1,11100,0,0
0.0,103.0,432.3,10001,0,0
0.0,106.0,413.7,10001,0,0
0.0,106.2,427.1,10001,0,0
0.0,107.0,415.4,1001,0,0
0.0,101.0,415.0,1001,0,0
0.0,112.0,424.5,1001,0,0
0.0,103.0,423.2,1001,0,0
0.0,107.0,433.8,1001,0,0
0.0,106.0,413.7,1001,0,0
0.0,104.0,427.1,1001,0,0
0.0,127.0,415.0,10,0,0
0.0,144.0,424.5,10,0,0
0.0,126.0,423.2,10,0,0
0.0,135.0,432.3,10,0,0
0.0,132.0,433.8,10,0,0
0.0,126.0,413.7,10,0,0
0.0,125.0,427.1,10,0,0
0.0,112.4,415.4,0,0,0
0.0,109.2,415.0,0,0,0
0.0,115.5,424.5,0,0,0
0.0,111.2,423.2,0,0,0
0.0,113.6,432.3,0,0,0
0.0,116.3,433.8,0,0,0
0.0,111.0,413.7,0,0,0
0.0,115.1,427.1,0,0,0
0.0,111.3,415.4,0,0,0
0.0,114.5,424.5,0,0,0
0.0,119.2,402.7,11,0,0
0.0,115.8,402.7,11,0,0
0.0,115.0,402.7,11,0,0
0.0,111.0,411.4,11,0,0
0.0,110.7,411.4,11,0,0
0.0,111.7,411.4,11,0,0
0.0,115.8,421.9,11,0,0
0.0,117.8,421.9,11,0,0
0.0,117.8,421.9,11,0,0
0.0,119.2,420.3,11,0,0
0.0,122.4,420.3,11,0,0
0.0,124.4,420.3,11,0,0
0.0,125.8,419.0,11,0,0
0.0,119.3,419.0,11,0,0
0.0,119.9,419.0,11,0,0
0.0,126.1,420.3,11,0,0
0.0,131.4,420.3,11,0,0
0.0,129.9,420.3,11,0,0
0.0,119.4,421.9,11,0,0
0.0,122.6,421.9,11,0,0
0.0,124.3,421.9,11,0,0
0.0,121.8,420.5,11,0,0
0.0,124.2,420.5,11,0,0
0.0,122.4,420.5,11,0,0
0.0,109.7,402.7,11,0,0
0.0,110.7,402.7,11,0,0
0.0,112.5,402.7,11,0,0
0.0,106.4,411.4,11,0,0
0.0,111.5,411.4,11,0,0
0.0,112.6,411.4,11,0,0
0.0,112.9,421.9,11,0,0
0.0,115.8,421.9,11,0,0
0.0,116.9,421.9,11,0,0
0.0,113.8,420.3,11,0,0
0.0,119.3,420.3,11,0,0
0.0,119.4,420.3,11,0,0
0.0,116.1,419.0,11,0,0
0.0,115.4,419.0,11,0,0
0.0,115.8,419.0,11,0,0
0.0,118.1,420.3,11,0,0
0.0,121.8,420.3,11,0,0
0.0,123.3,420.3,11,0,0
0.0,115.6,421.9,11,0,0
0.0,120.3,421.9,11,0,0
0.0,123.5,421.9,11,0,0
0.0,116.8,420.5,11,0,0
0.0,119.9,420.5,11,0,0
0.0,123.3,420.5,11,0,0
0.0,109.9,402.7,11,0,0
0.0,109.7,402.7,11,0,0
0.0,107.8,402.7,11,0,0
0.0,108.9,411.4,11,0,0
0.0,110.0,411.4,11,0,0
0.0,113.5,411.4,11,0,0
0.0,111.4,421.9,11,0,0
0.0,113.1,421.9,11,0,0
0.0,113.5,421.9,11,0,0
0.0,113.1,420.3,11,0,0
0.0,115.7,420.3,11,0,0
0.0,117.5,420.3,11,0,0
0.0,112.8,419.0,11,0,0
0.0,115.4,419.0,11,0,0
0.0,116.5,419.0,11,0,0
0.0,116.8,420.3,11,0,0
0.0,118.6,420.3,11,0,0
0.0,118.2,420.3,11,0,0
0.0,116.0,421.9,11,0,0
0.0,119.4,421.9,11,0,0
